"gmPerSeed","gmPerCm","maxHt","leafN","leafP","SLA","broaddeciduous","broadevergreen","needleevergreen"
"70437883010478_ereg_232",0.614,0.491,0.323,0.116,0.346,0.11,0,0,0
"70437962010478_ereg_232",0.537,0.381,0.339,0.127,0.3,0.544,0,0,0
"70438056010538_ereg_M211",0.294,0.156,1.604,0.327,0.057,0.254,0,0,0
"70438337010478_ereg_232",0,0,0,0,0,0,0,0,0
"70438383010538_ereg_M211",0.397,0.357,1.462,0.463,0.189,0.509,0.194,0,0.194
"70438596010478_ereg_232",0.587,0.517,0.159,0.557,0.199,0.138,0,0,0
"70438848010538_ereg_M211",0.573,0.701,0.32,0.71,0.741,0.94,0.369,0,0.369
"70439028010478_ereg_234",0.896,0.668,0.152,0.346,0.649,0.156,0,0,0
"70439270010538_ereg_M211",0.431,0.619,0.542,0.968,0.547,1.17,0.473,0,0.473
"70439457010538_ereg_M211",0.417,0.586,0.394,0.768,0.392,1.113,0.4,0,0.4
"70439640010538_ereg_M211",0.52,0.919,0.511,0.839,0.782,1.159,0.499,0,0.499
"70440083010538_ereg_M211",0.464,0.639,0.38,0.802,0.419,1.248,0.437,0,0.437
"70440171010538_ereg_M211",0.658,0.675,0.479,0.634,0.621,0.876,0.331,0,0.331
"70440368010538_ereg_M211",0.499,0.661,0.45,0.743,0.415,1.056,0.447,0,0.447
"70440540010478_ereg_231",0.493,0.498,0.365,0.091,0.208,0.095,0,0,0
"70440561010538_ereg_M211",0.468,0.751,0.353,0.872,0.58,1.296,0.47,0,0.47
"70440875010538_ereg_M211",0.169,0.003,0.292,0.111,0.026,0.156,0,0,0
"70441114010478_ereg_231",0.838,0.791,0.547,0.105,0.237,0.228,0,0,0
"70441142010478_ereg_231",0.246,0.234,0.417,0.236,0.134,0.258,0.165,0,0.165
"70441172010538_ereg_M211",0.477,0.879,0.347,1.035,0.777,1.241,0.5,0,0.5
"70441321010538_ereg_M211",0.518,0.771,0.286,0.909,0.564,1.419,0.501,0,0.501
"70441477010478_ereg_231",0.976,0.45,1.067,0.707,0.243,0.462,0.489,0,0.489
"70441533010538_ereg_M211",0.488,0.449,0.305,0.407,0.36,0.501,0.218,0,0.218
"70441623010538_ereg_M211",0.582,0.723,0.386,1.019,0.649,1.1,0.499,0,0.499
"70441913010538_ereg_M211",0.464,0.76,0.566,0.628,0.569,0.544,0.397,0,0.397
"70442290010538_ereg_M211",0.385,0.492,0.312,0.611,0.321,0.977,0.335,0,0.335
"70442366010538_ereg_M211",0.537,0.648,0.613,0.722,0.369,1.103,0.495,0,0.495
"70442483010538_ereg_M211",0.526,0.589,0.68,0.496,0.634,1.562,0.188,0,0.188
"70442616010538_ereg_211",0.565,0.623,0.709,0.565,0.372,0.428,0.495,0,0.495
"70442777010538_ereg_211",0.915,0.839,0.808,0.898,0.726,1.246,0.441,0,0.441
"70442864010478_ereg_232",0.224,0.151,0.815,0.471,0.29,0.472,0.336,0,0.336
"70443044010538_ereg_211",0.435,0.416,1.371,0.511,0.218,0.568,0.229,0,0.229
"70443184010538_ereg_211",0.269,0.633,1.34,0.45,0.314,0.763,0.497,0,0.497
"70443329010538_ereg_211",0.632,0.728,1.56,0.589,0.313,0.682,0.447,0,0.447
"70443624010478_ereg_232",0.559,0.321,0.985,0.658,0.283,0.835,0.456,0.129,0.448
"70443985010538_ereg_211",0.388,0.602,0.305,0.642,0.568,0.788,0.461,0,0.461
"70444154010538_ereg_211",0.423,0.685,0.207,0.711,0.602,1.178,0.404,0,0.404
"70444342010538_ereg_211",0.35,0.617,0.648,0.556,0.39,0.874,0.496,0,0.496
"70444489010478_ereg_232",0.685,0.694,0.636,0.176,0.35,0.634,0,0,0
"70444850010478_ereg_232",0.423,0.394,0.983,0.653,0.364,0.562,0.467,0,0.467
"70444922010538_ereg_211",0.382,0.479,1.271,0.442,0.216,0.476,0.396,0,0.396
"70445245010538_ereg_211",0.732,0.807,0.276,0.947,0.441,1.538,0.429,0,0.429
"70445439010538_ereg_211",0.44,0.754,0.641,0.766,0.635,1.068,0.458,0,0.458
"70446027010538_ereg_211",0.423,0.475,0.554,1.014,0.511,0.938,0.448,0,0.448
"70446228010538_ereg_211",0.453,0.741,0.387,0.745,0.455,0.741,0.501,0,0.501
"70446310010538_ereg_211",0.596,0.51,0.815,1.057,0.666,1.006,0.492,0,0.492
"70446817010478_ereg_234",0,0,0,0,0,0,0,0,0
"70447089010538_ereg_211",0.394,0.563,1.419,0.425,0.326,0.736,0.488,0,0.488
"70447321010478_ereg_234",0.351,0.251,0.27,1.081,0.229,0.48,0,0,0
"70447344010538_ereg_211",0.439,0.6,0.209,0.612,0.349,1.039,0.5,0,0.5
"70447788010538_ereg_211",0.637,0.507,0.721,0.739,0.53,0.632,0.293,0,0.293
"70448332010538_ereg_211",0.386,0.302,1.154,0.179,0.098,0.399,0,0,0
"70448391010478_ereg_232",0.821,0.558,1.29,0.809,0.394,0.933,0.497,0,0.497
"70448639010538_ereg_211",0.441,0.315,0.452,0.952,0.484,0.777,0.425,0,0.425
"70448777010538_ereg_211",0.426,0.577,0.651,0.571,0.305,0.838,0.5,0,0.5
"70448968010538_ereg_211",0.493,0.69,0.663,0.826,0.49,0.834,0.49,0,0.49
"70449009010478_ereg_232",0.899,0.6,1.292,0.288,0.096,0.276,0,0,0
"70449158010538_ereg_211",0.458,0.714,0.808,0.649,0.597,0.905,0.482,0,0.482
"70449276010538_ereg_211",0.145,0.679,1.024,0.325,0.307,0.399,0.372,0,0.372
"70449519010538_ereg_211",1.476,0.797,0.285,0.435,0.558,0.291,0,0,0
"70449591010538_ereg_211",0.67,0.661,1.798,0.576,0.432,0.738,0.446,0,0.446
"70449811010538_ereg_211",0.594,0.679,0.322,0.859,0.464,0.671,0.474,0,0.474
"70450045010538_ereg_211",0.559,0.863,0.492,0.964,0.768,1.155,0.5,0,0.5
"70450080010478_ereg_232",0,0,0,0,0,0,0,0,0
"70450378010478_ereg_232",0.848,0.771,0.366,0.18,0.106,0.189,0,0,0
"70450542010538_ereg_211",0.837,0.932,0.807,0.862,0.575,1.545,0.469,0,0.469
"70450812010538_ereg_211",0.647,0.564,0.94,1.064,0.7,0.88,0.5,0,0.5
"70450975010538_ereg_211",0.229,0.571,1.257,0.334,0.238,0.454,0.289,0,0.289
"70451255010538_ereg_221",1.315,0.645,1.564,0.543,0.448,0.666,0.351,0,0.351
"70451447010538_ereg_221",0.454,0.487,0.946,0.56,0.301,0.649,0.395,0,0.395
"70451541010478_ereg_234",0.827,1.582,0.919,0.275,0.305,0.675,0.488,0.488,0
"70451848010538_ereg_221",0.842,0.577,1.515,0.844,0.578,0.65,0.47,0,0.47
"70452139010478_ereg_234",0.708,0.797,0.206,0.168,0.167,0.07,0,0,0
"70452334010538_ereg_221",1.133,0.725,0.625,0.714,0.453,0.736,0.412,0,0.412
"70452846010538_ereg_221",0.598,0.449,0.503,0.292,0.176,0.246,0.092,0,0.092
"70452929010538_ereg_221",0,0,0,0,0,0,0,0,0
"70452976010478_ereg_234",0.703,0.623,0.478,0.164,0.201,0.16,0,0,0
"70453031010478_ereg_234",0.469,0.261,0.23,1.023,0,0.171,0,0,0
"70453963010478_ereg_232",0.47,0.273,1.008,0.657,0.348,0.44,0.412,0,0.412
"70455406010478_ereg_231",0.826,0.571,0.948,0.734,0.541,0.82,0.498,0,0.498
"70456762010478_ereg_231",0.829,0.556,0.96,0.73,0.549,0.433,0.415,0,0.415
"70458371010478_ereg_231",0.328,0.246,0.335,0.515,0.807,0.224,0,0,0
"70460314010478_ereg_232",0,0,0,0,0,0,0,0,0
"70462857010478_ereg_232",0.796,0.723,0.337,0.318,0.205,0.679,0.234,0.234,0
"70467570010478_ereg_232",0,0,0,0,0,0,0,0,0
"70468966010478_ereg_232",0.13,0.141,0.199,0.372,0.093,0.461,0.191,0,0.191
"70478697010478_ereg_234",0.299,0.338,0.087,0.067,0.063,0.018,0,0,0
"70479700010478_ereg_232",0.706,0.911,0.221,0.331,0.305,0.474,0.222,0.222,0
"70485829010478_ereg_234",0.759,0.734,0.283,0.254,0.187,0.066,0,0,0
"70487411010478_ereg_234",0.364,0.05,1.333,0.87,0.496,0.591,0.529,0,0.529
"70489418010478_ereg_234",0.319,0.201,0.243,0.873,0.232,0.425,0,0,0
"70490940010478_ereg_234",0.335,0.266,0.581,0.336,0.319,0.22,0.163,0,0.163
"70491164010478_ereg_234",0.549,0.603,1.278,0.098,0.158,0.255,0,0,0
"70494297010478_ereg_234",0,0,0,0,0,0,0,0,0
"70498230010478_ereg_232",0.089,0.1,0.114,0.09,0.08,0.026,0,0,0
"70500606010478_ereg_232",0.671,0.639,0.437,0.116,0.343,0.166,0,0,0
"70501821010478_ereg_232",0.838,0.557,0.249,0.117,0.295,0.187,0,0,0
"70502059010478_ereg_234",0.397,0.205,0.094,0.143,0.33,0.231,0,0,0
"70502224010478_ereg_232",0.055,0.079,0.082,0.092,0.091,0.064,0,0,0
"70502440010478_ereg_234",0.125,0.193,0.201,0.195,0.152,0.038,0,0,0
"70502945010478_ereg_234",0.424,0.442,0.116,0.22,0.278,0.229,0,0,0
"70503106010478_ereg_234",0.791,0.892,0.23,0.177,0.168,0.048,0,0,0
"70503235010478_ereg_234",0.646,0.481,0.32,0.551,0.819,0.233,0,0,0
"70507037010478_ereg_231",0.148,0.166,0.043,0.053,0.064,0.054,0,0,0
"70507188010478_ereg_231",0,0,0,0,0,0,0,0,0
"70507772010478_ereg_231",0.406,0.227,0.22,0.983,0.266,0.327,0,0,0
"70509012010478_ereg_232",0.557,0.354,1.144,0.774,0.383,0.764,0.502,0,0.502
"70510215010478_ereg_232",0.827,0.864,1.02,0.721,0.436,0.76,0.411,0,0.411
"70511790010478_ereg_234",0.734,0.58,0.93,0.646,0.355,0.523,0.497,0,0.497
"70512439010478_ereg_231",0.862,0.579,1.102,0.746,0.354,0.492,0.496,0,0.496
"70512519010478_ereg_231",0.408,0.458,0.221,0.288,0.151,0.927,0,0,0
"70513930010478_ereg_234",0.207,0.162,0.238,0.281,0.148,0.198,0,0,0
"70513993010478_ereg_234",0.496,0.559,0.144,0.111,0.105,0.03,0,0,0
"70514049010478_ereg_234",0.059,0.029,0.088,0.263,0.186,0.242,0,0,0
"70514230010478_ereg_234",0.349,0.247,0.314,0.152,0.282,0.153,0,0,0
"70515480010478_ereg_231",0.81,0.767,0.851,0.317,0.5,0.263,0,0,0
"70515970010478_ereg_234",0.463,0.495,0.706,1.15,0.238,0.328,0.151,0.151,0
"70516046010478_ereg_234",0.611,0.546,0.283,0.139,0.255,0.123,0,0,0
"70516400010478_ereg_234",0.2,0.18,0.223,0.146,0.115,0.105,0.087,0,0.087
"70516665010478_ereg_232",0.352,0.193,0.422,0.332,0.109,0.293,0.204,0,0.204
"70517387010478_ereg_234",0.722,0.485,0.14,0.413,0.688,0.134,0,0,0
"70517508010478_ereg_234",0.386,0.227,0.909,0.707,0.623,0.617,0.386,0,0.386
"70517590010478_ereg_234",0.816,0.923,0.754,0.118,0.403,0.511,0,0,0
"70518401010478_ereg_234",0.863,0.698,0.373,0.282,0.346,0.357,0,0,0
"70518717010478_ereg_232",0.734,0.616,1.004,0.694,0.217,0.827,0.484,0,0.484
"70518829010478_ereg_232",0.95,0.528,1.013,0.867,0.293,0.587,0.485,0,0.485
"70518972010478_ereg_232",0.696,0.613,0.927,0.588,0.771,0.759,0.327,0,0.327
"70519708010478_ereg_234",0.757,0.856,0.369,0.31,0.269,0.161,0,0,0
"70520385010478_ereg_234",0.075,0.116,0.121,0.117,0.091,0.023,0,0,0
"70520500010478_ereg_234",0.324,0.213,0.434,0.508,0.503,0.431,0,0,0
"70520575010478_ereg_234",0.063,0.016,0.003,0.147,0.198,0.189,0,0,0
"70520656010478_ereg_234",0.448,0.354,0.431,0.492,0.428,0.388,0,0,0
"70521093010478_ereg_232",0.636,0.522,1.012,0.698,0.246,0.677,0.5,0.056,0.5
"70522227010478_ereg_232",0,0,0,0,0,0,0,0,0
"70522293010478_ereg_232",0.092,0.228,0.223,0.098,0.388,0.251,0,0,0
"70523330010478_ereg_232",0.063,0.067,0.068,0.127,0.162,0.145,0,0,0
"70523432010478_ereg_232",0,0,0,0,0,0,0,0,0
"70523505010478_ereg_232",0.082,0.126,0.131,0.127,0.099,0.025,0,0,0
"70523862010478_ereg_234",0.899,0.629,0.464,0.156,0.324,0.196,0,0,0
"70524539010478_ereg_234",0.252,0.166,0.195,0.108,0.211,0.134,0,0,0
"70524699010478_ereg_234",0.347,0.291,0.496,0.797,0.206,0.744,0,0,0
"70524787010478_ereg_234",0.447,0.254,0.242,0.988,0.125,0.25,0,0,0
"70524870010478_ereg_234",0.311,0.224,0.291,0.679,0.316,0.574,0,0,0
"70525540010478_ereg_234",0,0,0,0,0,0,0,0,0
"70525903010478_ereg_232",0.416,0.29,0.387,0.471,1.09,0.191,0.069,0.069,0
"70526091010478_ereg_232",0.366,0.484,0.843,0.206,0.192,0.351,0.402,0.402,0
"70526309010478_ereg_232",0.652,0.439,0.719,0.126,0.146,0.18,0,0,0
"70526451010478_ereg_232",0.298,0.602,1.261,0.144,0.197,0.215,0,0,0
"70527813010478_ereg_232",0.452,0.233,0.541,0.414,0.294,0.299,0.208,0,0.208
"70528116010478_ereg_232",0.015,0.023,0.024,0.023,0.018,0.004,0,0,0
"70529209010478_ereg_234",0.038,0.116,0.401,0.996,0.2,0.729,0,0,0
"70529735010478_ereg_234",0.351,0.176,0.082,0.107,0.301,0.212,0,0,0
"70529799010478_ereg_234",0.463,0.406,0.12,0.2,0.335,0.172,0,0,0
"70530073010478_ereg_232",0.3,0.208,0.561,0.096,0.173,0.117,0,0,0
"70530288010478_ereg_232",0.12,0.185,0.193,0.187,0.145,0.036,0,0,0
"70531408010478_ereg_231",0.508,0.522,0.364,0.102,0.21,0.12,0,0,0
"70534994010478_ereg_232",0.679,0.636,0.515,0.492,0.348,0.6,0.502,0,0.502
"70535253010478_ereg_232",0.477,0.544,0.577,0.688,0.349,0.689,0.338,0.104,0.326
"70539013010478_ereg_231",0.779,0.685,0.784,0.539,0.339,0.538,0.477,0,0.477
"70539286010478_ereg_234",0.414,0.278,0.321,0.192,0.425,0.25,0,0,0
"70539855010478_ereg_231",0.717,0.554,0.975,0.7,0.386,1.193,0.38,0,0.38
"70540129010478_ereg_234",0.681,0.662,0.359,0.225,0.233,0.119,0,0,0
"70540375010538_ereg_211",0.388,0.364,0.2,0.348,0.221,0.463,0.245,0,0.245
"70540526010478_ereg_231",0.347,0.371,0.738,0.509,0.272,0.505,0.292,0,0.292
"70540594010538_ereg_211",0.561,0.664,0.44,0.906,0.509,0.888,0.497,0,0.497
"70540603010478_ereg_234",0.027,0.041,0.043,0.041,0.032,0.008,0,0,0
"70540883010538_ereg_211",0.52,0.316,0.189,0.285,0.374,0.556,0.163,0,0.163
"70541097010538_ereg_211",0.579,0.733,0.329,0.693,0.688,1.094,0.411,0,0.411
"70541382010478_ereg_232",0,0,0,0,0,0,0,0,0
"70542044010478_ereg_232",0.922,0.485,1.026,0.953,0.338,1.309,0.467,0,0.467
"70542074010538_ereg_M211",0.344,0.818,0.415,0.851,0.744,1.151,0.457,0,0.457
"70542278010538_ereg_M211",0.321,0.224,0.548,0.199,0.465,0.963,0,0,0
"70542578010538_ereg_M211",0.563,0.357,0.437,0.27,0.322,0.497,0.156,0,0.156
"70542654010478_ereg_232",0.615,0.574,0.354,0.152,0.23,0.25,0,0,0
"70542811010538_ereg_M211",0.817,0.785,0.34,0.848,0.662,1.4,0.409,0,0.409
"70543510010538_ereg_M211",0.314,0.447,0.093,0.547,0.302,0.679,0.353,0,0.353
"70543639010478_ereg_232",0.848,0.744,0.312,0.131,0.233,0.472,0,0,0
"70543908010478_ereg_232",0.244,0.218,0.756,0.446,0.338,0.313,0.256,0,0.256
"70543949010538_ereg_M211",0.634,0.76,0.459,0.697,0.602,1.006,0.374,0,0.374
"70544178010538_ereg_M211",0.552,0.865,0.458,0.85,0.742,1.142,0.479,0,0.479
"70544309010538_ereg_M211",0.712,0.483,0.469,0.442,0.522,0.644,0.195,0,0.195
"70544555010538_ereg_M211",0.451,0.637,0.335,0.605,0.397,0.764,0.422,0,0.422
"70544797010538_ereg_M211",0.566,0.745,0.406,0.733,0.497,0.982,0.486,0,0.486
"70544841010478_ereg_232",0.677,0.682,0.597,0.116,0.096,0.378,0,0,0
"70544952010538_ereg_M211",0.727,0.767,0.554,0.71,0.632,1.041,0.399,0,0.399
"70545431010538_ereg_211",0.601,0.577,0.953,1.026,0.582,1.011,0.499,0,0.499
"70545490010478_ereg_234",0.344,0.171,0.08,0.08,0.29,0.199,0,0,0
"70545736010478_ereg_232",0.093,0.118,0.118,0.182,0.246,0.21,0,0,0
"70545868010538_ereg_M211",0.509,0.549,0.276,0.54,0.339,0.428,0.391,0,0.391
"70545932010478_ereg_234",0,0,0,0,0,0,0,0,0
"70546095010538_ereg_211",0.46,0.808,0.163,0.532,0.269,0.669,0.182,0,0.182
"70546127010538_ereg_M211",0.189,0.081,0.018,0.925,0.493,0.428,0.38,0,0.38
"70547012010478_ereg_232",0.81,0.678,0.958,0.649,0.478,0.546,0.448,0,0.448
"70547280010538_ereg_221",0.922,1.066,1.403,0.509,0.147,0.614,0.5,0,0.5
"70547599010538_ereg_221",0.94,1.082,1.356,0.527,0.137,0.632,0.491,0,0.491
"70548092010538_ereg_M211",0.534,0.655,0.37,0.777,0.515,0.866,0.47,0,0.47
"70548263010538_ereg_M211",0.408,0.413,0.333,0.443,0.441,0.968,0.201,0,0.201
"70548376010538_ereg_M211",0.63,0.754,0.439,0.732,0.721,0.942,0.385,0,0.385
"70548602010538_ereg_M211",0.49,0.775,0.24,0.953,0.598,1.268,0.466,0,0.466
"70548767010538_ereg_M211",0.434,0.582,0.363,0.735,0.383,1.117,0.396,0,0.396
"70549083010478_ereg_231",1.033,0.876,0.957,0.81,0.896,0.916,0.373,0,0.373
"70549470010538_ereg_M211",0.55,0.979,1.191,0.578,0.868,0.7,0.437,0,0.437
"70549608010478_ereg_231",0.26,0.465,1.208,0.229,0.293,0.855,0.496,0.494,0.106
"70549653010538_ereg_M211",0.446,0.596,0.356,0.691,0.381,1.015,0.403,0,0.403
"70550036010538_ereg_M211",0.427,0.881,0.323,0.903,0.839,1.371,0.489,0,0.489
"70550566010478_ereg_231",0.399,0.374,0.922,0.698,0.356,0.619,0.49,0,0.49
"70550729010538_ereg_M211",0.525,0.194,0.414,0.22,0.614,1.114,0,0,0
"70551009010538_ereg_M211",0.436,0.62,0.479,0.669,0.429,0.773,0.401,0,0.401
"70551206010538_ereg_M211",0.548,0.729,0.274,0.908,0.704,1.402,0.493,0,0.493
"70551436010538_ereg_M211",0.55,0.769,0.266,0.799,0.692,1.032,0.435,0,0.435
"70551588010538_ereg_M211",0.503,0.732,0.254,0.855,0.564,1.309,0.467,0,0.467
"70551755010478_ereg_231",1.021,0.899,0.982,0.898,0.732,0.477,0.438,0,0.438
"70551804010538_ereg_M211",0.57,0.798,0.62,0.772,0.643,1.028,0.5,0,0.5
"70551960010478_ereg_231",0.195,0.194,0.459,1.007,0.232,0.712,0,0,0
"70552440010538_ereg_M211",0.139,0.207,0.398,0.308,0.195,0.393,0.141,0,0.141
"70552579010538_ereg_M211",0.616,0.917,0.428,0.51,0.357,0.599,0.168,0,0.168
"70552721010538_ereg_M211",0.727,0.595,0.463,0.603,0.529,0.729,0.295,0,0.295
"70552806010538_ereg_M211",0.648,0.628,0.546,0.521,0.505,0.734,0.303,0,0.303
"70553161010538_ereg_211",0.501,0.677,0.328,0.728,0.486,0.632,0.491,0,0.491
"70553302010538_ereg_211",0.586,0.066,0.39,0.211,0.325,0.733,0,0,0
"70553693010538_ereg_211",0.497,0.679,1.343,0.608,0.351,0.901,0.5,0,0.5
"70553893010538_ereg_211",0.882,0.807,1.449,0.649,0.184,0.619,0.403,0,0.403
"70554019010538_ereg_211",0.55,0.527,0.385,0.75,0.458,0.94,0.498,0,0.498
"70554290010538_ereg_211",0.428,0.403,0.952,0.381,0.24,0.221,0.267,0,0.267
"70554450010478_ereg_234",0.514,0.58,0.15,0.115,0.109,0.031,0,0,0
"70554747010538_ereg_211",1.413,0.792,0.373,0.597,0.574,0.733,0.228,0,0.228
"70554901010538_ereg_211",0.431,0.509,1.427,0.44,0.231,0.562,0.432,0,0.432
"70555082010538_ereg_211",0.365,0.46,0.425,0.489,0.276,0.364,0.28,0,0.28
"70555588010538_ereg_211",0.243,0.581,1.244,0.442,0.293,0.728,0.498,0,0.498
"70555637010478_ereg_234",0,0,0,0,0,0,0,0,0
"70556188010538_ereg_211",0.556,0.898,0.562,0.9,0.838,1.31,0.501,0,0.501
"70556297010538_ereg_211",0.546,0.764,1.306,0.681,0.435,0.876,0.495,0,0.495
"70556973010478_ereg_232",0.588,0.837,0.472,0.4,0.172,0.762,0.054,0,0.054
"70557059010538_ereg_211",0.414,0.787,1.443,0.626,0.742,0.815,0.5,0,0.5
"70557187010478_ereg_234",0.308,0.213,1.107,0.748,0.388,0.606,0.496,0,0.496
"70557213010478_ereg_231",0.797,0.848,0.271,0.177,0.434,0.252,0,0,0
"70557235010538_ereg_211",0.874,0.833,0.534,0.889,0.281,1.58,0.498,0,0.498
"70557439010478_ereg_231",0.469,0.319,0.834,0.554,0.245,0.425,0.379,0,0.379
"70557958010538_ereg_211",0.454,0.685,0.743,0.713,0.791,0.903,0.481,0,0.481
"70558158010538_ereg_211",0.835,0.575,1.577,0.926,0.563,0.766,0.495,0,0.495
"70558535010538_ereg_211",0.508,0.708,0.346,0.761,0.443,0.667,0.493,0,0.493
"70559261010538_ereg_211",0.249,0.403,0.401,0.398,0.213,0.548,0.376,0,0.376
"70559360010538_ereg_211",0.998,0.58,0.365,0.552,0.684,0.467,0.272,0,0.272
"70559540010538_ereg_211",1.044,0.747,0.609,0.725,0.284,0.886,0.496,0,0.496
"70559707010538_ereg_211",1.041,0.872,1.45,0.578,0.36,0.994,0.484,0,0.484
"70559862010478_ereg_231",0.782,0.688,0.777,0.502,0.817,0.275,0,0,0
"70559862010538_ereg_211",0.444,0.764,1.584,0.288,0.222,0.586,0.5,0,0.5
"70560111010478_ereg_231",0.669,0.573,0.493,0.394,0.645,0.224,0.191,0,0.191
"70560148010538_ereg_211",0.843,0.794,0.891,0.709,0.668,0.765,0.499,0,0.499
"70560305010538_ereg_211",0.969,0.921,1.423,0.66,0.261,0.74,0.485,0,0.485
"70560370010478_ereg_231",0.55,0.49,0.837,0.665,0.478,0.624,0.5,0,0.5
"70560592010538_ereg_M211",0.342,0.911,0.409,0.875,0.83,1.332,0.475,0,0.475
"70561008010478_ereg_234",0.341,0.258,0.341,0.151,0.23,0.103,0,0,0
"70561066010538_ereg_M211",1.072,1.052,1.431,0.586,0.294,1.046,0.501,0,0.501
"70561189010538_ereg_221",0.717,0.776,0.612,0.798,0.569,1.297,0.5,0,0.5
"70561453010478_ereg_234",0.795,0.745,0.187,0.342,0.532,0.155,0,0,0
"70561489010538_ereg_M211",0.38,0.739,1.26,0.606,0.633,0.819,0.5,0,0.5
"70561757010538_ereg_M211",0.311,0.609,0.197,0.566,0.6,0.916,0.318,0,0.318
"70561871010538_ereg_M211",0.306,0.801,0.283,1.006,0.662,1.225,0.488,0,0.488
"70562088010538_ereg_221",0.601,0.577,0.477,0.373,0.329,0.327,0.128,0,0.128
"70562373010538_ereg_M211",0.244,0.021,0.158,0.062,0.057,0.15,0,0,0
"70562376010478_ereg_234",0.401,0.212,0.152,0.252,0.396,0.228,0,0,0
"70562716010478_ereg_232",0.062,0.08,0.351,0.251,0.106,0.233,0.181,0,0.181
"70562871010538_ereg_M211",0.697,0.73,0.431,0.683,0.592,0.733,0.358,0,0.358
"70563098010538_ereg_M211",0.469,0.66,0.711,0.694,0.612,0.948,0.499,0,0.499
"70563133010478_ereg_234",0.385,0.253,0.706,0.514,0.281,0.438,0.331,0,0.331
"70563259010538_ereg_M211",0.908,0.867,1.133,0.795,0.363,1.352,0.499,0,0.499
"70563585010478_ereg_232",0.633,0.714,0.184,0.141,0.134,0.038,0,0,0
"70563635010538_ereg_M211",0.373,0.364,0.353,0.39,0.494,1.047,0.15,0,0.15
"70563772010538_ereg_M211",0.815,0.091,0.354,0.222,0.532,0.983,0,0,0
"70563891010538_ereg_221",0.775,0.825,1.137,0.724,0.284,1.284,0.499,0,0.499
"70564293010538_ereg_M211",0.483,0.567,0.34,0.713,0.363,0.874,0.497,0,0.497
"70564462010538_ereg_M211",0.586,0.726,0.67,0.713,0.432,0.847,0.47,0,0.47
"70564658010538_ereg_M211",0.705,0.565,0.454,0.581,0.507,0.716,0.282,0,0.282
"70564679010478_ereg_234",0.336,0.227,0.269,0.957,0.317,0.492,0,0,0
"70564775010538_ereg_M211",0.316,0.048,0.254,0.157,0.229,0.566,0,0,0
"70565001010538_ereg_M211",0.493,0.857,0.32,0.907,0.78,1.006,0.494,0,0.494
"70565256010538_ereg_M211",0.16,0.18,0.214,0.249,0.119,0.294,0.144,0,0.144
"70565465010538_ereg_M211",0.467,0.747,0.263,0.799,0.766,0.939,0.392,0,0.392
"70565628010538_ereg_M211",0.645,0.227,0.416,0.256,0.226,0.432,0.108,0,0.108
"70565741010538_ereg_M211",0.419,0.806,0.256,0.76,0.768,1.172,0.42,0,0.42
"70566180010538_ereg_M211",0.628,0.626,1.383,0.978,0.74,1.038,0.489,0,0.489
"70566331010538_ereg_211",0.736,0.874,0.649,0.817,0.724,1.595,0.429,0,0.429
"70566711010538_ereg_211",0.244,0.492,0.445,0.44,0.288,0.544,0.34,0,0.34
"70567113010538_ereg_211",0.461,0.743,1.064,0.701,0.441,0.688,0.488,0,0.488
"70567390010538_ereg_211",0.284,0.342,0.195,0.316,0.263,0.417,0.211,0,0.211
"70568030010538_ereg_211",0,0,0,0,0,0,0,0,0
"70568063010538_ereg_211",0.639,0.836,0.515,0.826,0.859,1.092,0.495,0,0.495
"70568212010538_ereg_211",0.727,0.554,0.889,0.582,0.353,0.855,0.389,0,0.389
"70568477010538_ereg_211",0.79,0.77,0.403,0.706,0.433,0.622,0.322,0,0.322
"70568650010538_ereg_211",0.669,0.462,1.37,1.073,0.589,0.863,0.501,0,0.501
"70568777010538_ereg_211",0.925,0.659,0.828,0.642,0.338,0.533,0.217,0,0.217
"70568890010538_ereg_211",0.606,0.12,0.359,0.258,0.463,0.959,0,0,0
"70569143010538_ereg_211",0.494,0.73,0.85,0.69,0.636,0.576,0.484,0,0.484
"70569310010538_ereg_211",0.775,0.693,0.442,0.928,0.479,0.668,0.362,0,0.362
"70569554010538_ereg_211",0.366,0.5,0.429,0.807,1.223,0.704,0.45,0,0.45
"70570200010538_ereg_211",0.737,0.679,0.638,0.916,0.556,0.904,0.48,0,0.48
"70570510010538_ereg_211",0.367,0.521,0.709,0.526,0.29,0.703,0.479,0,0.479
"70570769010538_ereg_211",0.594,0.989,1.156,0.77,0.568,1.677,0.467,0,0.467
"70570881010538_ereg_211",0.439,0.665,0.542,0.701,0.51,0.772,0.455,0,0.455
"70571114010538_ereg_211",0.465,0.619,0.377,0.67,0.402,0.606,0.454,0,0.454
"70571306010538_ereg_211",0.453,0.501,0.271,0.49,0.331,0.319,0.357,0,0.357
"70571593010538_ereg_211",0.554,0.628,1.162,0.771,0.551,0.752,0.5,0,0.5
"70572355010538_ereg_211",0.562,0.773,0.58,0.816,0.642,0.999,0.496,0,0.496
"70573174010538_ereg_211",0.608,0.701,0.517,0.721,0.516,0.905,0.466,0,0.466
"70574593010538_ereg_211",0.498,0.635,0.624,0.903,0.464,1.221,0.48,0,0.48
"70575335010538_ereg_211",0.589,0.39,1.627,0.832,0.51,0.696,0.464,0,0.464
