"gmPerSeed","gmPerCm","maxHt","leafN","leafP","SLA","broaddeciduous","broadevergreen","needleevergreen"
"74950613010538_ereg_211",0.304,0.335,0.165,0.416,0.157,1.645,0.959,0,0.041
"74950734010538_ereg_211",0.104,0.128,0.247,0.439,0.818,0.749,1,0,0
"74950844010538_ereg_211",0.078,-0.388,-0.082,0.545,1.538,-0.151,1,0,0
"74951038010538_ereg_211",-0.478,-0.662,-0.059,-0.671,-0.479,-0.17,0.738,0,0.262
"74951227010538_ereg_211",-0.352,-0.555,1.13,-0.479,-0.146,-0.195,0.525,0,0.475
"74951591010538_ereg_211",0.053,-0.217,-0.108,0.364,0.847,0.457,1,0,0
"74951797010538_ereg_211",-0.132,-0.161,-0.221,-0.175,-0.037,0.334,1,0,0
"74951942010538_ereg_211",0.036,-0.005,0.2,0.491,1.556,0.021,1,0,0
"74952063010538_ereg_211",1.015,0.837,0.11,0.346,0.017,0.531,0.958,0,0.042
"74952168010538_ereg_211",-1.465,0.029,-0.255,0.195,0.29,1.027,0.915,0,0.085
"74952567010538_ereg_211",-1.29,-0.337,-0.091,-0.417,0.137,0.306,0.606,0,0.394
"74952716010538_ereg_211",-0.51,-0.406,0.803,-0.625,-0.18,-0.321,0.516,0,0.484
"74953037010538_ereg_M211",-0.061,-0.063,0.394,-0.137,-0.226,0.888,0.725,0,0.275
"74953134010538_ereg_M211",0.1,0.495,0.604,0.118,0.382,0.702,0.985,0,0.015
"74953355010538_ereg_M211",-0.799,-0.625,0.605,-0.715,-0.358,-0.092,0.387,0,0.613
"74953577010538_ereg_M211",-0.072,0.063,0.646,-0.132,0.137,0.403,0.774,0,0.226
"74953646010538_ereg_M211",-0.829,-1.377,1.312,-0.92,-0.661,-0.715,0.169,0,0.831
"74953769010538_ereg_M211",-0.271,-0.544,-0.384,-0.502,-0.351,-0.297,0.753,0,0.247
"74953933010538_ereg_M211",0.218,0.524,0.627,0.153,0.345,0.789,1,0,0
"74954032010538_ereg_M211",-0.28,0.234,0.139,0.045,0.268,0.711,1,0,0
"74954125010538_ereg_M211",0.074,0.235,0.28,0.07,0.167,0.798,0.978,0,0.022
"74954227010538_ereg_M211",-0.28,0.493,0.358,0.244,0.499,0.969,1,0,0
"74954316010538_ereg_M211",-0.49,0.458,0.166,0.327,0.507,1.201,1,0,0
"74954409010538_ereg_M211",-0.04,0.411,0.24,0.303,0.243,1.228,1,0,0
"74954505010538_ereg_M211",-0.774,-0.129,0.282,-0.238,0.257,0.279,0.713,0,0.287
"74954616010538_ereg_M211",-0.579,-0.298,0.08,-0.375,-0.189,0.544,0.637,0,0.363
"74954746010538_ereg_M211",-0.101,0.388,-0.006,0.479,0.109,1.911,0.999,0,0.001
"74954897010538_ereg_M211",-0.902,-0.435,0.418,-0.435,0.061,0.023,0.536,0,0.464
"74954982010538_ereg_M211",-0.507,-0.229,0.061,-0.195,-0.163,0.696,0.771,0,0.229
"74955099010538_ereg_M211",-1.166,0.438,-0.095,0.384,0.79,1.213,1,0,0
"74955286010538_ereg_M211",0.308,0.318,0.004,0.502,-0.236,2.155,1,0,0
"74955383010538_ereg_M211",0.24,0.429,0.494,0.178,0.171,1.059,0.966,0,0.034
"74955494010538_ereg_M211",-0.867,0.178,-0.135,0.105,0.444,0.831,0.979,0,0.021
"74955607010538_ereg_M211",-1.16,-0.055,-0.169,-0.092,0.36,0.581,0.779,0,0.221
"74955740010538_ereg_M211",-1.009,-0.575,-0.098,-0.652,-0.204,0.069,0.538,0,0.462
"74956065010538_ereg_M211",-0.039,0.213,0.029,0.179,0.027,1.237,1,0,0
"74956182010538_ereg_M211",-0.867,-1.206,-0.31,-1.244,-0.748,-0.901,0.252,0,0.748
"74956442010538_ereg_M211",-0.974,-1.559,0.38,-1.526,-0.94,-1.193,0,0,1
"74956501010538_ereg_M211",-0.607,-0.105,0.264,-0.219,0.042,0.558,0.715,0,0.285
"74956642010538_ereg_M211",-0.483,-1.067,-0.198,-0.528,0.426,-0.817,0.453,0,0.547
"74956937010538_ereg_M211",-0.775,0.097,-0.222,0.071,0.31,0.855,0.989,0,0.011
"74957028010538_ereg_211",-0.013,-0.136,0.041,0.294,0.805,-0.104,1,0,0
"74957200010538_ereg_M211",-0.609,-1.043,-0.433,-1.048,-0.688,-0.713,0.379,0,0.621
"74957353010538_ereg_M211",-0.373,-0.396,-0.309,-0.425,-0.301,0.253,0.899,0,0.101
"74957681010538_ereg_M211",-0.734,-0.557,0.045,-0.604,-0.382,0.373,0.495,0,0.505
"74957818010538_ereg_M211",0.298,0.334,0.328,0.236,-0.032,1.399,0.943,0,0.057
"74957931010538_ereg_M211",-0.706,0.033,-0.001,0.016,0.48,0.57,0.894,0,0.106
"74958129010538_ereg_M211",-0.962,-0.088,-0.132,-0.062,0.164,0.746,0.847,0,0.153
"74958248010538_ereg_M211",-0.575,0.409,0.071,0.344,0.463,1.339,0.98,0,0.02
"74958336010538_ereg_M211",-0.295,0.2,-0.133,0.27,0.078,1.47,0.987,0,0.013
"74958451010538_ereg_M211",-0.961,-0.183,-0.138,-0.202,0.139,0.508,0.799,0,0.201
"74958767010538_ereg_M211",-0.727,-0.69,0.286,-0.776,-0.42,-0.193,0.48,0,0.52
"74958913010538_ereg_M211",-0.936,-0.668,0.488,-0.765,-0.297,-0.261,0.403,0,0.597
"75097433010538_ereg_M221",0.233,0.235,0.044,0.206,0.366,0.316,1,0,0
"75097556010538_ereg_M221",-0.198,-1.494,2.42,-0.741,-0.759,-0.907,0.116,0,0.884
"75097647010538_ereg_M221",-0.223,-0.595,0.317,-0.301,0.177,-0.589,0.573,0,0.427
"75097706010538_ereg_M221",0.052,-0.114,0.025,0.099,-0.248,0.195,1,0,0
"75097792010538_ereg_M221",1.429,0.4,0.019,0.186,-0.59,0.193,1,0,0
"75097886010538_ereg_M221",-0.836,-0.186,0.009,0.178,-0.085,0.279,0.851,0,0.149
"75098006010538_ereg_M221",0.593,0.348,0.457,-0.143,-0.415,-0.15,0.754,0,0.246
"75098143010538_ereg_M221",0.134,0.11,0.166,0.029,-0.019,0.303,1,0,0
"75098308010538_ereg_M221",0.798,0.391,0.278,0.105,-0.093,0.21,1,0,0
"75098393010538_ereg_M221",0.209,-0.043,0.172,0.646,1.387,0.535,1,0,0
"75098686010538_ereg_221",0.601,-0.256,1.275,-0.027,-0.526,-0.348,0.669,0,0.331
"75098760010538_ereg_221",-0.223,-0.431,-0.023,0.252,-0.084,0.035,0.884,0,0.116
"75098888010538_ereg_M221",0.428,0.1,0.297,0.161,-0.162,0.182,0.855,0,0.145
"75098969010538_ereg_M221",-0.118,0.054,0.159,0.001,0.486,0.159,1,0,0
"75099032010538_ereg_M221",0.722,0.204,0.951,0.039,-0.541,0.247,0.733,0,0.267
"75099167010538_ereg_M221",0,0,0,0,0,0,1,0,0
"75099196010538_ereg_M221",0.125,-0.95,0.524,0.972,1.285,0.464,1,0,0
"75099487010538_ereg_M221",0.261,0.047,0.301,0.509,1.159,0.059,1,0,0
"75099592010538_ereg_M221",0.712,-0.223,0.655,0.364,-0.592,0.278,0.984,0,0.016
"75099677010538_ereg_M221",0.747,0.22,0.123,0.416,0.383,0.515,1,0,0
"75099780010538_ereg_M221",0.252,-0.217,0.51,-0.113,-0.385,-0.124,0.719,0,0.281
"75099899010538_ereg_M221",1.138,0.952,0.23,0.249,-0.521,0.606,1,0,0
"75099998010538_ereg_M221",-0.482,-0.588,0.258,0.062,0.944,-0.15,0.672,0,0.328
"75100103010538_ereg_M221",1.087,0.321,0.022,0.162,-0.435,0.334,1,0,0
"75100208010538_ereg_M221",-0.215,0.167,0.07,0.231,-0.237,0.248,0.805,0,0.195
"75100361010538_ereg_M221",0.899,0.745,0.356,0.15,-0.593,0.587,0.886,0,0.114
"75100476010538_ereg_M221",-0.422,-0.715,0.037,-0.455,0.191,-0.512,0.602,0,0.398
"75100639010538_ereg_M221",0.922,0.659,0.406,0.151,-0.124,0.241,1,0,0
"75100738010538_ereg_M221",1.194,0.895,0.411,0.135,-0.508,0.256,1,0,0
"75100819010538_ereg_M221",-0.886,-0.445,0.298,-0.442,-0.158,0.212,0.549,0,0.451
"75100930010538_ereg_M221",-0.003,-0.225,0.312,0.568,0.945,0.24,1,0,0
"75101160010538_ereg_M221",0.157,-0.391,0.445,0.089,-0.583,0.231,1,0,0
"75101448010538_ereg_M221",0.39,-0.162,0.172,0.7,1.021,0.116,1,0,0
"75101917010538_ereg_M221",0.991,0.303,0.081,0.167,-0.554,0.35,1,0,0
"75102010010538_ereg_M221",0.079,-0.136,-0.143,-0.031,0.002,0.157,1,0,0
"75102252010538_ereg_221",1.278,0.634,0.422,0.156,-0.396,0.203,1,0,0
"75102635010538_ereg_221",1.038,0.88,0.474,0.384,-0.112,0.621,1,0,0
"75102911010538_ereg_M221",0.121,0.44,0.73,-0.033,0.439,0.3,1,0,0
"75102996010538_ereg_M221",-0.006,-0.769,1.03,0.506,0.078,0.252,1,0,0
"75103107010538_ereg_M221",0.539,0.245,0.174,-0.331,-0.673,0.089,0.987,0,0.013
"75103460010538_ereg_M221",1.254,0.872,0.398,0.121,-0.508,0.382,1,0,0
"75104829010538_ereg_M221",-0.84,-0.525,0.581,0.434,-0.173,0.368,0.825,0,0.175
"75105069010538_ereg_M221",0.952,0.628,0.28,0.037,-0.583,0.559,1,0,0
"75105188010538_ereg_M221",0.123,-0.271,0.083,0.604,1.7,-0.106,1,0,0
"75105497010538_ereg_M221",0.145,-0.354,0.06,0.726,2.022,-0.112,1,0,0
"75105611010538_ereg_M221",0.008,0.078,-0.037,0.088,-0.136,0.997,1,0,0
"75105718010538_ereg_M221",-0.502,0.138,-0.015,0.19,0.565,0.639,1,0,0
"75105865010538_ereg_M221",-0.105,-0.609,0.897,0.153,-0.39,0.257,0.928,0,0.072
"75105970010538_ereg_M221",0.034,0.405,0.777,-0.061,0.396,0.264,0.924,0,0.076
"75106047010538_ereg_M221",-0.073,-0.018,0.12,0.154,0.467,0.447,0.962,0,0.038
"75106156010538_ereg_M221",-0.255,0.194,0.328,-0.073,0.274,0.508,1,0,0
"75106253010538_ereg_M221",0.912,0.794,0.093,0.154,-0.529,0.579,1,0,0
"75106370010538_ereg_M221",0.33,0.003,0.026,0.742,0.984,1.177,1,0,0
"75106499010538_ereg_M221",0.174,-0.142,0.285,0.303,-0.131,0.764,0.979,0,0.021
"75106606010538_ereg_M221",-0.54,-0.271,-0.348,-0.212,0.051,0.325,0.964,0,0.036
"75106721010538_ereg_M221",-0.342,-0.438,-0.284,-0.042,0.405,0.035,0.945,0,0.055
"75106808010538_ereg_M221",-0.473,-0.298,-0.104,-0.315,-0.193,0.381,0.777,0,0.223
"75106897010538_ereg_M221",-0.029,-0.49,-0.161,0.241,1.129,-0.02,1,0,0
"75107008010538_ereg_221",0.472,0.073,0.138,0.438,0.509,0.425,1,0,0
"75107109010538_ereg_221",0.223,-0.607,1.138,0.456,-0.796,0.201,0.957,0,0.043
"75107360010538_ereg_221",0.742,-0.161,0.903,-0.029,-0.494,0.119,0.722,0,0.278
"75107432010538_ereg_221",0.551,0.073,0.998,-0.054,-0.474,0.039,0.728,0,0.272
"75107750010538_ereg_221",0.329,-0.162,0.308,0.103,-0.368,0.732,1,0,0
"75107841010538_ereg_221",0.705,0.516,0.264,0.419,-0.221,1.58,0.996,0,0.004
"75107954010538_ereg_221",0.86,0.386,0.149,-0.2,-0.498,0.029,1,0,0
"75108045010538_ereg_221",1.258,0.627,0.544,0.256,-0.278,0.318,1,0,0
"75108128010538_ereg_221",1.052,0.8,0.372,0.115,-0.244,0.093,1,0,0
"75108259010538_ereg_221",-0.448,-0.152,0.282,1.18,0.363,0.264,1,0,0
"75108401010538_ereg_221",-0.03,-0.98,1.197,0.802,-0.126,0.558,1,0,0
"75108746010538_ereg_221",0.571,0.538,0.465,0.25,-0.064,0.305,1,0,0
"75109301010538_ereg_M221",-0.604,-1.204,1.216,-1.278,-1.012,-1.067,0.047,0,0.953
"75109657010538_ereg_M221",-0.202,-0.327,-0.278,0.128,0.625,0.298,0.999,0,0.001
"75109779010538_ereg_M221",-1.197,-0.933,0.016,-1.075,-0.44,-0.444,0.303,0,0.697
"75109950010538_ereg_M221",0.183,-0.02,-0.168,0.153,-0.174,1.272,1,0,0
"75110076010538_ereg_M221",-0.252,-0.405,0.641,0.5,-0.39,0.748,0.893,0,0.107
"75110337010538_ereg_M221",-0.001,-0.57,0.562,0.15,-0.48,0.405,1,0,0
"75110440010538_ereg_M221",0.195,-1.041,1.004,0.959,0.508,0.477,1,0,0
"75110723010538_ereg_M221",0.035,-0.011,0.057,0.435,0.024,0.859,1,0,0
"75111046010538_ereg_221",0.237,-0.157,0.385,-0.012,-0.582,0.128,1,0,0
"75111391010538_ereg_221",0.478,-0.164,1.049,0.511,-0.434,0.313,1,0,0
"75111584010538_ereg_221",1.073,0.735,0.424,0.026,-0.525,0.014,0.929,0,0.071
"75111794010538_ereg_221",1.17,0.808,0.503,0.289,-0.48,0.137,1,0,0
"75111915010538_ereg_221",0.932,0.592,0.393,0.275,-0.29,0.373,1,0,0
"75112099010538_ereg_221",0.909,0.64,0.154,-0.037,-0.611,0.456,1,0,0
"75112222010538_ereg_221",-0.404,-0.441,0.499,0.522,0.172,0.286,1,0,0
"75112297010538_ereg_221",1.403,1.016,0.464,0.342,-0.384,0.397,1,0,0
"75112599010538_ereg_221",0.826,0.586,0.475,0.454,0.204,0.572,1,0,0
"75112998010538_ereg_M221",0.095,-0.439,0.057,0.522,1.406,0.195,0.892,0,0.108
"75113384010538_ereg_M221",1.109,0.577,0.146,0.207,-0.428,0.416,1,0,0
"75113483010538_ereg_221",0.705,0.748,-0.009,0.262,-0.501,0.805,1,0,0
"75113596010538_ereg_M221",0.85,0.208,0.371,0.337,-0.061,0.342,1,0,0
"75113693010538_ereg_M221",-0.139,-1.158,1.086,0.474,-0.594,0.252,1,0,0
"75114153010538_ereg_M221",1.199,1.283,0.546,-0.039,-0.752,-0.019,0.998,0,0.002
"75114505010538_ereg_221",0.222,-0.094,0.447,0.684,0.708,0.265,1,0,0
"75114815010538_ereg_221",0.635,0.088,0.097,0.137,-0.393,0.365,1,0,0
"75115135010538_ereg_221",0.338,-0.521,1.14,0.647,-0.728,0.526,1,0,0
"75115351010538_ereg_221",0.366,0.434,0.193,0.081,-0.095,-0.114,1,0,0
"75115783010538_ereg_221",0.426,0.101,0.579,-0.497,-0.624,-0.235,0.744,0,0.256
"75116015010538_ereg_221",-0.433,-0.842,0.858,-0.948,-0.732,-0.777,0.315,0,0.685
"75116424010538_ereg_221",0.042,0.032,0.055,0.245,0.221,0.151,1,0,0
"75116529010538_ereg_221",0.442,-0.206,0.724,0.617,0.288,0.67,1,0,0
"75116931010538_ereg_M221",0.596,0.39,0.077,0.104,-0.453,0.698,1,0,0
"75117338010538_ereg_M221",-0.067,-0.82,1.171,0.357,-0.795,0.175,0.866,0,0.134
"75117453010538_ereg_M221",0.359,-0.777,0.968,0.731,-0.089,0.377,1,0,0
"75117558010538_ereg_M221",0.851,0.367,0.414,0.269,0.075,0.248,0.991,0,0.009
"75117631010538_ereg_M221",0.372,-0.19,0.371,0.423,-0.144,1.093,1,0,0
"75118806010538_ereg_M221",0.352,-0.11,0.368,-0.188,-0.733,0.228,1,0,0
"75119028010538_ereg_M221",0.672,0.954,0.586,0.323,0.38,0.304,1,0,0
"75119197010538_ereg_M221",0.968,0.532,0.443,-0.832,-1.186,-0.13,0.877,0,0.123
"75119549010538_ereg_M221",0.5,0.014,-0.08,-0.075,-0.264,0.007,1,0,0
"75119942010538_ereg_M221",0.469,0.154,0.126,-0.313,-0.526,-0.022,0.92,0,0.08
"75120078010538_ereg_M221",0.646,0.446,0.521,0.486,-0.383,0.497,1,0,0
"75120187010538_ereg_M221",-0.316,-1.031,0.941,0.853,0.059,0.446,0.958,0,0.042
"75120752010538_ereg_221",1.259,0.877,0.304,0.044,-0.561,0.27,1,0,0
"75120967010538_ereg_221",1.052,0.627,0.262,0.117,-0.364,0.115,1,0,0
"75121064010538_ereg_221",0.09,-0.044,0.897,0.555,0.249,0.252,1,0,0
"75121135010538_ereg_221",0.804,0.723,0.606,0.221,-0.151,0.321,1,0,0
"75121250010538_ereg_221",-0.164,-1.037,1.241,0.821,-0.537,0.352,1,0,0
"75121341010538_ereg_M221",-0.043,0.222,0.484,-0.094,0.21,0.371,1,0,0
"75121440010538_ereg_M221",0.751,0.611,0.36,-0.103,-0.532,-0.045,0.96,0,0.04
"75121549010538_ereg_221",0.148,0.392,0.46,0.063,0.356,0.242,1,0,0
"75121770010538_ereg_221",0.996,0.919,0.363,0.019,-0.456,0.208,1,0,0
"75122441010538_ereg_221",-0.154,0.251,0.558,0.102,0.614,0.077,1,0,0
"75122881010538_ereg_221",1.023,0.626,0.336,-0.117,-0.603,0.268,0.982,0,0.018
"75123411010538_ereg_M221",0.582,0.321,0.147,-0.019,-0.558,0.372,1,0,0
"75123544010538_ereg_221",0.138,-0.278,0.586,0.341,0.166,0.701,1,0,0
"75123731010538_ereg_221",1.298,0.797,0.433,-0.378,-0.848,0.062,1,0,0
"75124070010538_ereg_M221",0.606,0.057,0.689,0.356,-0.417,0.342,1,0,0
"75124194010538_ereg_221",0.665,0.038,0.704,0.228,-0.121,0.088,1,0,0
"75124971010538_ereg_M221",0.4,0.694,0.387,0.753,0.048,0.611,1,0,0
"75125128010538_ereg_M221",0.68,0.129,0.521,0.583,-0.208,0.618,1,0,0
"75125255010538_ereg_M221",0.341,0.344,0.208,0.28,-0.057,0.237,1,0,0
"75125368010538_ereg_M221",0.888,0.6,0.142,0.25,-0.506,0.637,1,0,0
"75125785010538_ereg_M221",0.14,-1.115,1.029,1.066,0.755,0.505,1,0,0
"75125974010538_ereg_M221",0.658,0.639,0.271,0.202,-0.502,0.573,1,0,0
"75126450010538_ereg_221",1.158,0.82,0.261,-0.663,-0.896,-0.246,1,0,0
"75126517010538_ereg_221",0.719,0.523,0.484,0.558,-0.508,0.679,1,0,0
"75126765010538_ereg_221",0.168,0.104,0.088,0.13,0.298,0.015,1,0,0
"75126834010538_ereg_221",1.204,0.72,0.428,0.063,-0.519,0.248,1,0,0
"75126945010538_ereg_M221",0.286,-0.615,0.77,0.887,1.198,0.494,0.974,0,0.026
"75127090010538_ereg_M221",0.589,0.649,0.482,0.235,0.272,0.381,1,0,0
"75127181010538_ereg_M221",1.175,0.813,0.362,-0.244,-0.856,0.288,0.954,0,0.046
"75127316010538_ereg_M221",0.562,0.52,0.331,0.13,0.059,0.22,1,0,0
"75127413010538_ereg_M221",0.815,0.83,0.305,0.148,0.111,-0.036,0.992,0,0.008
"75127503010538_ereg_M221",1.148,0.812,0.265,-0.627,-1.097,0.049,0.973,0,0.027
"75127607010538_ereg_M221",1.171,0.574,0.541,0.119,-0.325,0.226,1,0,0
"75127867010538_ereg_M221",1.05,0.931,0.376,0.25,-0.316,0.518,1,0,0
"75128597010538_ereg_M221",-0.186,0.087,-0.124,0.269,-0.105,0.694,1,0,0
"75128748010538_ereg_M221",0.387,0.129,-0.07,-0.227,-0.333,-0.307,0.852,0,0.148
"75129526010538_ereg_M221",0.697,-0.009,0.19,-0.216,-0.368,0.297,1,0,0
"75129810010538_ereg_M221",1.075,0.415,-0.012,0.08,-0.535,0.24,1,0,0
"75129959010538_ereg_M221",-0.064,0.054,0.099,-0.239,-0.018,0.182,0.987,0,0.013
"75130185010538_ereg_M221",0.975,0.839,0.492,0.201,-0.485,0.522,0.879,0,0.121
"75130297010538_ereg_M221",0.407,-0.345,1.296,-0.547,-0.814,-0.397,0.518,0,0.482
"75130454010538_ereg_M221",0.947,0.697,0.377,-0.136,-0.719,0.303,0.894,0,0.106
"75130589010538_ereg_M221",0.677,0.16,0.613,-0.182,-0.596,-0.016,0.705,0,0.295
"75130946010538_ereg_M221",0.677,0.473,0.295,0.056,-0.435,0.302,0.883,0,0.117
"75131054010538_ereg_M221",0.452,-0.036,0.762,-0.153,-0.486,-0.148,0.765,0,0.235
"75131187010538_ereg_M221",0.482,0.368,0.096,0.145,-0.218,0.329,1,0,0
"75131337010538_ereg_M221",1.215,0.643,0.108,0.113,-0.557,0.288,1,0,0
"75131402010538_ereg_M221",-0.43,-1.213,1.67,-0.893,-0.807,-0.842,0.153,0,0.847
"75131495010538_ereg_M221",1.216,0.915,0.489,0.353,-0.443,0.603,0.947,0,0.053
"75131674010538_ereg_M221",0.851,0.582,0.305,0.198,-0.33,0.256,1,0,0
"75131833010538_ereg_M221",0.811,0.635,0.347,0.086,-0.504,0.385,0.886,0,0.114
"75131953010538_ereg_M221",0.096,-0.498,0.581,0.614,0.589,0.347,1,0,0
"75132134010538_ereg_M221",0.303,-0.626,1.347,-0.383,-0.544,-0.399,0.559,0,0.441
"75132216010538_ereg_M221",1.21,0.918,0.342,-0.024,-0.704,0.474,1,0,0
"75132321010538_ereg_M221",0.432,-0.361,0.525,0.882,1.056,0.522,1,0,0
"75132621010538_ereg_M221",0.13,-0.516,0.622,0.815,1.148,0.447,1,0,0
"75132713010538_ereg_M221",0.64,0.248,0.336,0.035,-0.35,0.339,0.921,0,0.079
"75132784010538_ereg_M221",0.76,0.484,0.262,0.738,0.071,0.794,1,0,0
"75132886010538_ereg_M221",0.077,-0.263,0.826,0.013,0.157,-0.143,0.8,0,0.2
"75132993010538_ereg_M221",0.198,-0.225,0.199,-0.123,-0.36,0.485,1,0,0
"75133148010538_ereg_M221",0.211,0.004,-0.047,0.093,0.457,0.042,1,0,0
"75133227010538_ereg_M221",0.938,0.393,0.397,0.016,-0.305,0.063,0.977,0,0.023
"75133671010538_ereg_221",0.096,-0.633,0.277,0.801,1.567,-0.1,1,0,0
"75134104010538_ereg_221",-0.541,-0.306,0.093,1.244,0.003,0.354,1,0,0
"75134165010538_ereg_221",1.289,0.654,0.407,0.119,-0.402,0.013,1,0,0
"75134691010538_ereg_221",1.109,0.713,0.667,0.381,-0.026,0.231,1,0,0
"75135064010538_ereg_221",0.05,-0.885,1.097,0.303,-0.669,0.147,0.885,0,0.115
"75135311010538_ereg_M221",1.198,1.078,0.276,0.415,-0.53,0.955,0.993,0,0.007
"75135603010538_ereg_221",0.636,-0.157,0.579,0.076,-0.598,0.224,1,0,0
"75135986010538_ereg_M221",0.897,0.666,0.249,-0.167,-0.761,0.34,0.935,0,0.065
"75136557010538_ereg_221",-0.039,-0.139,0.5,0.128,-0.165,0.9,1,0,0
"75136816010538_ereg_M221",0.714,0.153,0.242,0.093,-0.491,0.144,1,0,0
"75136972010538_ereg_221",1.044,0.88,0.416,0.254,-0.529,0.241,1,0,0
"75137407010538_ereg_221",0.795,0.379,0.402,0.608,-0.252,0.228,1,0,0
"75137607010538_ereg_221",1.118,0.865,0.406,0.433,-0.509,0.762,1,0,0
"75137924010538_ereg_221",0.893,0.542,0.342,0.236,-0.324,0.537,1,0,0
"75138116010538_ereg_M221",0.488,0.398,0.415,0.159,-0.11,1.164,1,0,0
"75138448010538_ereg_M221",0.894,0.554,0.193,-0.335,-0.749,0.223,1,0,0
"75138723010538_ereg_M221",1.023,0.899,0.361,0.016,-0.335,0.067,1,0,0
"75138797010538_ereg_M221",0.011,-0.685,0.951,0.402,0.154,0.264,1,0,0
"75138988010538_ereg_M221",-0.168,-0.102,-0.161,-0.073,-0.08,0.071,1,0,0
"75139461010538_ereg_M221",0.278,0.22,0.375,-0.071,-0.305,0.125,0.824,0,0.176
"75139856010538_ereg_M221",0.375,-0.258,0.764,0.406,-0.42,0.19,1,0,0
"75139971010538_ereg_M221",0.34,0.271,0.103,0.037,-0.523,0.525,0.999,0,0.001
"75140206010538_ereg_221",0.856,0.939,0.279,0.083,0.057,-0.072,1,0,0
"75140336010538_ereg_221",-0.318,-0.925,0.973,0.841,-0.388,0.316,1,0,0
"75140493010538_ereg_221",-0.055,0.021,0.074,0.052,0.164,-0.081,1,0,0
"75140647010538_ereg_221",-0.224,-0.97,1.191,0.752,-0.502,0.363,1,0,0
"75140803010538_ereg_221",-0.032,-0.23,0.421,0.171,0.547,-0.036,1,0,0
"75140868010538_ereg_221",-0.096,-0.003,0.026,0.307,0.325,0.084,1,0,0
"75140955010538_ereg_221",-0.143,0.071,0.175,0.534,1.302,0.026,1,0,0
"75141562010538_ereg_221",0.191,-0.362,0.664,0.306,-0.215,0.125,1,0,0
"75142364010538_ereg_M221",0.091,-0.361,0.292,0.071,-0.522,0.302,1,0,0
"75142811010538_ereg_M221",1.131,0.715,0.288,0.147,-0.582,0.46,0.936,0,0.064
"75143244010538_ereg_M221",1.218,0.743,0.175,0.296,-0.508,0.531,0.989,0,0.011
"75143309010538_ereg_M221",0,0,0,0,0,0,1,0,0
"75144071010538_ereg_221",-0.061,-0.936,0.819,0.347,-0.393,0.188,1,0,0
"75144215010538_ereg_221",0.234,0.382,0.265,0.026,0.02,0.61,1,0,0
"75144863010538_ereg_M221",0.203,0.398,-0.072,0.366,-0.18,0.495,1,0,0
"75144989010538_ereg_M221",-0.019,0.119,0.165,0.134,0.481,0.017,1,0,0
"75145377010538_ereg_M221",1.092,0.738,0.214,0.092,-0.32,0.189,1,0,0
"75145652010538_ereg_M221",0.89,0.246,0.326,0.408,-0.36,0.451,1,0,0
"75146192010538_ereg_M221",-0.065,-0.847,0.874,0.326,-0.629,0.342,0.994,0,0.006
"75146310010538_ereg_M221",0.359,0.184,0.28,0.339,-0.316,0.652,0.935,0,0.065
"75146423010538_ereg_M221",-0.165,-0.879,0.857,0.392,-0.303,0.252,1,0,0
"75146530010538_ereg_M221",0.178,0.132,0.774,0.245,-0.009,0.129,0.87,0,0.13
"75146631010538_ereg_M221",-0.121,-1.15,1.279,0.615,-0.576,0.346,1,0,0
"75146855010538_ereg_M221",0.718,0.73,-0.014,-0.283,-0.882,0.43,1,0,0
"75146965010538_ereg_M221",0.22,-0.949,0.734,0.828,1.045,0.72,0.992,0,0.008
"75147034010538_ereg_221",-0.215,-0.092,0.174,0.584,0.369,0.064,1,0,0
"75147070010538_ereg_221",0.195,-0.481,-0.006,0.954,2.455,-0.255,1,0,0
"75147139010538_ereg_221",0.058,0.458,0.701,0.053,0.558,0.254,1,0,0
"75147218010538_ereg_221",0.054,0.158,0.267,0.079,0.352,0.098,1,0,0
"75147346010538_ereg_M221",-0.455,-0.473,0.716,-0.335,-0.37,-0.298,0.525,0,0.475
"75147910010538_ereg_M221",0.648,0.054,0.504,0.397,-0.465,1.102,1,0,0
"75148053010538_ereg_M221",1.275,1.07,0.276,0.35,-0.528,0.736,1,0,0
"75573505010478_ereg_221",0.387,0.284,0.459,0.043,0.304,0.005,1,0,0
"75574446010478_ereg_221",1.049,0.624,0.274,-0.035,-0.537,0.042,1,0,0
"75574670010478_ereg_221",0.212,0.049,0.642,-0.621,-0.808,-0.394,0.549,0,0.451
"75575073010478_ereg_221",0.202,0.074,0.027,0.067,-0.327,0.458,1,0,0
"75575355010478_ereg_M221",0.603,0.066,0.08,-0.083,-0.477,0.103,1,0,0
"75575481010478_ereg_221",0.199,-0.347,0.444,-0.161,-0.531,0.037,0.82,0,0.18
"75575832010478_ereg_221",0.053,-0.275,0.072,-0.071,-0.468,0.312,1,0,0
"75575954010478_ereg_223",-0.028,-0.045,-0.06,-0.021,0,-0.088,0.95,0,0.05
"75576108010478_ereg_M221",0.22,-0.432,0.391,0.046,-0.344,0.075,1,0,0
"75576204010478_ereg_221",-0.038,-0.093,0.205,0.362,0.36,0.177,1,0,0
"75576411010478_ereg_223",0.05,0.291,0.485,0.307,1.18,0.087,1,0,0
"75576480010478_ereg_223",0.206,0.157,0.012,-0.119,0.234,-0.321,0.927,0,0.073
"75576691010478_ereg_221",1.058,0.604,0.421,0.066,-0.348,0.064,0.958,0,0.042
