"gmPerSeed","gmPerCm","maxHt","leafN","leafP","SLA","broaddeciduous","broadevergreen","needleevergreen"
"100215409010478_ereg_231",0.214,-0.417,0.624,0.412,-0.285,0.145,1,0,0
"100215420010661_ereg_212",-0.119,-0.24,-0.093,-0.206,0.005,0.149,0.93,0,0.07
"100215569010661_ereg_212",1.091,0.251,0.907,0.208,-0.36,0.059,0.842,0,0.158
"100215666010661_ereg_212",0.115,0.563,0.768,0.038,0.522,0.358,1,0,0
"100216135010478_ereg_M221",-0.194,-0.244,0.53,0.455,0.172,0.242,0.991,0,0.009
"100216362010478_ereg_M221",0.024,-0.505,0.292,-0.081,-0.541,0.225,1,0,0
"100216499010661_ereg_212",-0.31,-0.383,-0.241,-0.396,-0.219,0.05,0.944,0,0.056
"100216757010478_ereg_M221",0.968,0.245,0.62,0.231,-0.594,0.246,0.957,0,0.043
"100216847010661_ereg_212",-0.554,-0.511,-0.016,-0.324,-0.139,-0.004,0.835,0,0.165
"100217157010661_ereg_212",-0.368,0.336,0.388,-0.043,0.391,0.677,0.861,0,0.139
"100217251010661_ereg_212",-0.308,-0.532,-0.372,-0.513,-0.258,-0.163,0.842,0,0.158
"100217401010661_ereg_212",-0.849,-0.917,0.745,-0.977,-0.551,-0.622,0.287,0,0.713
"100217511010661_ereg_212",-0.334,-0.369,0.1,-0.501,-0.237,-0.053,0.819,0,0.181
"100217607010661_ereg_212",-0.017,0.289,0.465,0.34,1.256,0.105,1,0,0
"100218267010661_ereg_212",-0.409,-0.515,0.644,-0.473,-0.055,-0.28,0.603,0,0.397
"100218274010478_ereg_221",-0.115,-0.563,0.293,0.172,0.141,0.11,1,0,0
"100218359010661_ereg_212",-0.923,-1.049,-0.341,-0.273,-0.244,-0.401,0.568,0,0.432
"100218532010478_ereg_231",-0.138,0.067,-0.271,0.83,0.15,0.525,1,0,0
"100218685010661_ereg_222",-0.16,-0.16,-0.134,-0.216,0.332,-0.219,1,0,0
"100218793010661_ereg_222",-0.291,-0.058,0.036,-0.228,0.509,-0.446,1,0,0
"100218898010478_ereg_221",0.622,0.268,0.069,0.032,-0.117,-0.327,0.773,0,0.227
"100219007010478_ereg_M221",0.612,0.384,0.552,0.199,-0.422,0.337,0.928,0,0.072
"100219065010661_ereg_222",-0.892,-0.718,-0.314,0.247,0.358,-0.012,1,0,0
"100219115010478_ereg_M221",0.11,-0.211,0.73,0.003,-0.363,-0.069,0.725,0,0.275
"100219373010478_ereg_M221",1.115,0.906,0.202,0.365,-0.518,0.793,1,0,0
"100219456010478_ereg_M221",-0.255,-1.504,1.919,-0.032,-0.784,-0.252,0.571,0,0.429
"100219641010478_ereg_M221",0.715,0.461,0.528,-0.165,-0.58,-0.005,0.777,0,0.223
"100219690010661_ereg_222",0.034,0.123,-0.38,1,0.256,0.696,1,0,0
"100220055010478_ereg_231",-0.777,0.309,-0.673,1.027,0.067,0.245,1,0,0
"100220216010661_ereg_212",-1.249,-0.983,-0.366,0.581,0.433,0.195,1,0,0
"100220451010478_ereg_231",-0.502,-0.552,0.19,-0.011,-0.588,0.365,0.712,0,0.288
"100220996010661_ereg_212",-0.867,-0.306,-0.131,-0.322,0.036,0.18,0.719,0,0.281
"100221236010661_ereg_212",-0.259,-0.009,0.077,-0.221,0.092,0.232,0.958,0,0.042
"100221310010478_ereg_M221",1.262,1.019,0.39,0.411,-0.455,0.719,0.993,0,0.007
"100221332010661_ereg_212",0.115,0.508,0.735,0.063,0.583,0.315,1,0,0
"100221415010661_ereg_212",-0.585,-1.213,-0.574,-1.142,-0.719,-1.195,0.231,0,0.769
"100221422010478_ereg_M221",1.176,0.444,1.038,0.22,-0.335,0.1,0.843,0,0.157
"100221538010478_ereg_M221",0.721,0.663,-0.071,0.09,-0.647,0.63,1,0,0
"100221573010661_ereg_212",-0.729,-1.383,-0.679,-0.991,-0.673,-1.23,0.182,0,0.818
"100221620010478_ereg_M221",0.742,0.578,0.004,0.208,-0.444,0.534,1,0,0
"100221710010661_ereg_212",-0.55,-0.52,0.301,-0.193,0.206,-0.195,0.719,0,0.281
"100221846010478_ereg_M221",-0.094,-1.007,1.124,0.699,-0.025,0.23,1,0,0
"100221948010478_ereg_M221",0.62,0.417,-0.047,-0.012,-0.509,0.439,1,0,0
"100221974010661_ereg_212",-0.686,-1.605,1.656,-1.104,-0.709,-1.269,0.005,0,0.995
"100222029010478_ereg_M221",0.288,-0.073,0.544,-0.281,-0.574,0.085,0.721,0,0.279
"100222034010661_ereg_212",-0.489,-0.789,-0.375,-0.423,-0.305,-0.582,0.599,0,0.401
"100222081010478_ereg_M221",-0.221,0.16,-0.131,0.761,0.194,0.878,1,0,0
"100222376010478_ereg_232",-0.036,0.018,1.449,-0.728,-0.752,-0.371,0.542,0,0.458
"100222444010661_ereg_212",-0.505,-0.555,-0.251,-0.536,-0.354,-0.305,0.606,0,0.394
"100222694010478_ereg_231",0.261,-0.521,1.185,0.405,-0.726,0.21,0.946,0,0.054
"100222731010661_ereg_212",-0.634,-1.277,-0.575,-0.992,-0.579,-1.215,0.228,0,0.772
"100222818010478_ereg_231",0.525,0.249,0.684,-0.636,-0.921,-0.528,0.584,0,0.416
"100222858010661_ereg_212",-0.071,-0.049,0.763,0.156,0.622,0.263,0.877,0,0.123
"100223020010478_ereg_M221",0.637,0.192,0.135,0.6,0.461,0.228,1,0,0
"100223095010661_ereg_212",-0.779,-0.33,-0.284,-0.194,0.288,0.071,0.723,0,0.277
"100223216010478_ereg_M221",0.415,0.423,0.234,0.524,0.074,0.661,1,0,0
"100223266010478_ereg_M221",-0.239,-0.402,0.643,0.563,-0.416,0.352,0.959,0,0.041
"100223516010661_ereg_212",-1.362,-1.233,-0.557,0.616,0.461,0.093,1,0,0
"100223716010478_ereg_232",-0.163,-0.145,-0.073,-0.083,0.023,-0.069,1,0,0
"100224051010478_ereg_232",0.437,0.237,-0.033,-0.127,-0.201,-0.029,1,0,0
"100224119010478_ereg_231",0.258,-0.473,0.893,0.289,-0.644,0.365,0.885,0,0.115
"100224208010478_ereg_231",-0.11,-0.043,1.368,-0.873,-0.837,-0.395,0.342,0,0.658
"100224371010661_ereg_222",1.161,0.393,0.243,-0.17,-0.362,-0.201,1,0,0
"100224578010661_ereg_222",0.576,0.072,0.282,0.479,0.089,0.13,0.986,0,0.014
"100224626010478_ereg_231",-0.541,-1.196,1.185,-0.734,-0.945,-0.57,0.338,0,0.662
"100225046010661_ereg_222",-0.091,-0.045,0.021,0.021,0.076,-0.052,1,0,0
"100225136010661_ereg_222",0.577,-0.292,0.628,-0.285,-0.247,-0.433,0.811,0,0.189
"100225146010478_ereg_232",-0.672,-0.096,2.445,-1.594,-0.906,-1.08,0.036,0,0.964
"100225219010661_ereg_212",-1.086,-1.027,-0.53,0.315,0.188,0.14,1,0,0
"100225529010478_ereg_M221",0.602,0.314,0.265,-0.421,-0.679,0.562,0.94,0,0.06
"100225624010661_ereg_212",-0.749,-0.932,-0.031,-1.028,-0.848,-1.263,0.078,0,0.922
"100225651010478_ereg_M221",-0.052,-0.08,0.039,0.111,0.642,-0.015,1,0,0
"100225714010478_ereg_M221",0.651,0.511,0.207,-0.911,-1.167,-0.246,0.876,0,0.124
"100225809010478_ereg_M221",0.502,0.64,0.064,0.163,-0.333,0.6,1,0,0
"100226005010478_ereg_M221",0.382,0.673,0.491,0.299,0.594,0.08,1,0,0
"100226028010661_ereg_212",-0.128,-0.113,-0.117,-0.098,-0.065,0.042,1,0,0
"100226097010478_ereg_M221",0.923,0.86,0.184,0.133,-0.65,0.739,1,0,0
"100226204010661_ereg_212",-0.898,-1.116,-0.007,-0.87,-0.935,-0.913,0.03,0,0.97
"100226255010661_ereg_212",-0.382,-1.826,2.739,-0.867,-0.823,-1.068,0,0,1
"100226422010478_ereg_M221",0.805,0.181,0.641,-0.036,-0.753,0.251,0.959,0,0.041
"100226638010478_ereg_M221",-0.105,-0.961,1.264,0.659,-0.248,0.289,1,0,0
"100226815010478_ereg_M221",0.873,0.561,0.526,0.21,-0.566,0.303,1,0,0
"100227132010478_ereg_M221",-0.177,-0.872,0.934,0.454,-0.503,0.294,1,0,0
"100227372010478_ereg_232",0.17,-0.4,0.861,0.256,-0.694,0.295,1,0,0
"100227608010478_ereg_M221",0.118,0.488,0.077,0.416,0.125,0.438,1,0,0
"100227750010661_ereg_212",-0.378,-0.482,-0.309,-0.45,-0.233,-0.262,0.743,0,0.257
"100227964010661_ereg_212",-0.367,0.063,0.052,-0.134,0.187,0.374,0.978,0,0.022
"100228106010478_ereg_M221",0.789,0.635,0.056,-0.082,-0.611,0.325,1,0,0
"100228176010661_ereg_212",-0.655,-1.45,1.601,-1.014,-0.64,-1.149,0.093,0,0.907
"100228216010478_ereg_M221",1.074,0.819,0.206,0.326,-0.478,0.667,0.991,0,0.009
"100228358010478_ereg_M221",-0.235,-0.72,-0.694,0.158,1.042,-1.116,0.42,0,0.58
"100228393010478_ereg_M221",1.198,1.014,0.296,0.223,-0.642,0.773,1,0,0
"100228461010478_ereg_M221",1.196,1.094,0.302,0.326,-0.559,0.686,0.977,0,0.023
"100228530010478_ereg_M221",0.495,0.679,0.091,0.273,-0.441,0.693,0.949,0,0.051
"100228544010661_ereg_212",-1.117,0.275,-0.131,0.272,0.63,0.929,0.965,0,0.035
"100228625010661_ereg_212",-1.329,-0.846,-0.292,0.391,0.108,0.352,0.886,0,0.114
"100228720010478_ereg_232",-0.263,-0.49,-0.499,-0.443,-0.335,0.043,0.946,0.054,0
"100228780010478_ereg_232",-0.324,-0.388,-0.196,-0.255,-0.293,0.098,1,0,0
"100229134010661_ereg_212",-0.268,-0.942,0.898,-0.386,-0.231,-0.653,0.359,0,0.641
"100229503010661_ereg_212",-0.066,-0.076,-0.079,-0.07,-0.053,0.022,1,0,0
"100229957010478_ereg_232",0.04,-0.454,0.019,-0.319,-0.464,0.501,0.979,0.021,0
"100229966010661_ereg_212",1.411,0.418,0.117,0.108,-0.533,0.078,1,0,0
"100230164010478_ereg_232",-0.435,-0.313,0.669,-0.901,-0.571,-0.374,0.615,0.005,0.381
"100230742010661_ereg_212",-0.183,0.06,0.757,-0.219,0.37,-0.047,0.767,0,0.233
"100231386010661_ereg_222",0.88,0.128,0.11,0.257,0.441,-0.126,1,0,0
"100231983010661_ereg_212",-0.405,-0.334,-0.091,0.205,0.136,0.579,0.977,0,0.023
"100232355010661_ereg_212",-0.889,-0.881,0.462,-0.666,-0.583,-0.417,0.402,0,0.598
"100232649010661_ereg_212",-1.287,-1.192,-0.532,-0.897,-0.633,-0.372,0.254,0,0.746
"100232690010661_ereg_212",-0.686,-0.253,-0.294,0.057,0.104,0.398,0.992,0,0.008
"100232990010661_ereg_212",-0.83,-0.848,0.428,-0.824,-0.517,-0.337,0.426,0,0.574
"100233123010661_ereg_212",-0.508,-1.181,1.133,-1.041,-0.867,-1.183,0.11,0,0.89
"100233238010661_ereg_212",-0.216,-0.227,-0.131,-0.204,-0.142,-0.111,0.857,0,0.143
"100233576010661_ereg_212",-0.053,-0.082,0.121,-0.039,0.502,0.07,0.96,0,0.04
"100233810010661_ereg_212",-0.527,-0.99,-0.491,-0.937,-0.61,-0.776,0.481,0,0.519
"100234477010661_ereg_212",0.313,0.307,0.187,0.27,-0.069,1.419,1,0,0
"100234823010661_ereg_212",-0.272,-0.401,-0.409,-0.433,-0.314,0.12,1,0,0
"100235062010661_ereg_212",-0.771,-1.056,0.356,-1.038,-0.708,-0.677,0.355,0,0.645
"100235240010661_ereg_212",-0.823,-0.844,-0.428,0.235,-0.038,0.243,0.979,0,0.021
"100235417010661_ereg_212",-0.471,-0.969,0.238,-0.178,-0.371,-0.299,0.613,0,0.387
"100235719010661_ereg_212",-0.366,0.049,0.328,0.181,0.397,0.386,0.955,0,0.045
"100235922010661_ereg_212",-0.231,0.318,0.349,0.094,0.271,0.615,1,0,0
"100236211010661_ereg_212",-0.413,-1.336,1.742,-0.687,-0.628,-0.72,0.262,0,0.738
"100236269010661_ereg_212",-0.846,-0.646,0.013,-0.326,-0.094,-0.219,0.618,0,0.382
"100236743010661_ereg_212",0.155,0.375,0.505,0.285,0.7,0.634,0.996,0,0.004
"100237093010661_ereg_212",0.098,0.516,0.714,0.073,0.535,0.391,1,0,0
"100237412010661_ereg_212",-0.143,-0.974,0.386,0.635,0.89,0.298,0.92,0,0.08
"100237733010661_ereg_212",-1.129,-0.694,-0.333,-0.418,-0.382,0.07,0.604,0,0.396
"100237985010661_ereg_222",-0.11,-0.082,-0.024,-0.024,0.04,-0.042,1,0,0
"100238229010661_ereg_222",-0.192,-0.505,-0.136,-0.051,0.224,0.054,1,0,0
"100238566010661_ereg_222",0.004,-0.079,0.008,-0.058,-0.085,0.093,1,0,0
"100238689010661_ereg_212",-0.734,-0.776,-0.005,0.231,0.036,-0.01,0.866,0,0.134
"100239015010661_ereg_212",0.229,-0.842,0.667,1.113,1.38,0.75,1,0,0
"100239130010661_ereg_212",0.158,0.384,0.664,0.23,0.628,0.55,1,0,0
"100239213010661_ereg_212",-0.408,-0.01,-0.004,0.142,0.454,0.259,0.989,0,0.011
"100239295010661_ereg_212",-0.374,-0.528,-0.017,-0.505,-0.19,-0.576,0.63,0,0.37
"100239460010661_ereg_212",-0.509,-1.611,2.031,-0.726,-0.719,-0.924,0.117,0,0.883
"100239591010661_ereg_212",-0.714,-1.383,1.128,-0.534,-0.456,-0.594,0.406,0,0.594
"100239713010661_ereg_212",-0.377,-0.652,-0.395,-0.244,-0.326,-0.039,0.875,0,0.125
"100240187010661_ereg_212",0.182,-0.688,0.78,0.976,1.412,0.535,1,0,0
"100240320010661_ereg_212",0.091,0.48,0.676,0.003,0.445,0.343,1,0,0
"100240432010661_ereg_212",-0.668,-0.654,0.305,-0.564,-0.351,-0.395,0.541,0,0.459
"100241750010661_ereg_212",-0.221,-0.31,-0.183,-0.293,-0.201,-0.126,0.883,0,0.117
"100242050010661_ereg_212",-1.084,-0.477,-0.393,0.131,0.425,0.303,0.78,0,0.22
"100242125010661_ereg_212",-0.82,-0.907,-0.094,-0.099,-0.09,-0.335,0.696,0,0.304
"100242375010661_ereg_212",-0.614,-0.525,-0.059,-0.065,0.005,-0.131,0.791,0,0.209
"100242540010661_ereg_212",-0.731,-0.546,0.08,0.095,0.119,0.037,0.836,0,0.164
"100242676010661_ereg_212",-0.718,-1.25,0.618,-1.108,-0.851,-0.97,0.123,0,0.877
"100243052010661_ereg_212",-1.612,-1.357,-0.52,0.691,0.266,0.183,0.897,0,0.103
"100243176010661_ereg_212",-0.185,-0.303,-0.161,-0.274,-0.182,-0.275,0.796,0,0.204
"100243653010661_ereg_212",-0.932,-1.133,-0.007,-0.93,-1.05,-0.932,0,0,1
"100243866010661_ereg_212",0.181,0.536,0.683,0.109,0.409,0.623,1,0,0
"100243993010661_ereg_212",-0.155,-0.175,-0.036,-0.154,-0.093,-0.139,0.879,0,0.121
"100244185010661_ereg_212",-0.074,0.085,0.2,-0.193,0.125,0.218,0.996,0,0.004
"100244438010661_ereg_212",-0.091,-0.048,-0.031,-0.029,-0.025,0.001,0.968,0,0.032
"100244700010661_ereg_212",-0.199,-0.208,-0.145,-0.101,-0.038,0.002,1,0,0
"100244948010661_ereg_212",-0.13,-0.14,-0.109,-0.073,-0.024,0.001,1,0,0
"100245024010661_ereg_212",-1.571,-1.51,-0.558,0.955,0.537,0.265,0.954,0,0.046
"100246484010661_ereg_212",-0.481,-0.584,-0.003,-0.48,-0.541,-0.481,0.484,0,0.516
"100246581010661_ereg_212",-1.04,-1.044,-0.419,0.617,0.29,0.252,1,0,0
"100246880010661_ereg_212",-1.314,-1.355,-0.458,1.075,0.982,0.247,1,0,0
"100246926010661_ereg_212",-1.124,-1.338,-0.372,-1.305,-0.806,-0.914,0.048,0,0.952
"100247129010661_ereg_212",-0.252,-0.009,-0.059,0.05,0.005,0.187,0.998,0,0.002
"100247818010661_ereg_212",-0.721,-0.759,-0.013,-0.058,-0.045,-0.26,0.755,0,0.245
"100248018010661_ereg_212",-0.524,-0.492,-0.251,0.029,-0.04,-0.038,0.882,0,0.118
"100248810010661_ereg_212",-0.254,-0.177,0.082,0.132,0.201,0.219,0.987,0,0.013
"100249358010661_ereg_212",-0.726,-0.887,-0.022,-1.208,-1.012,-1.428,0.026,0,0.974
"100249392010661_ereg_212",-1.188,-1.166,-0.367,0.202,0.067,-0.178,0.8,0,0.2
"100249534010661_ereg_212",-0.114,-0.138,-0.064,-0.163,-0.058,0.203,1,0,0
"100249720010661_ereg_212",0.023,-0.019,-0.061,-0.08,-0.146,0.753,0.997,0,0.003
"100249813010661_ereg_212",-0.48,-0.384,-0.312,-0.37,-0.224,0.25,0.88,0,0.12
"100250260010661_ereg_212",0.184,0.536,0.678,0.114,0.404,0.639,1,0,0
"100250341010661_ereg_212",-0.093,0.237,0.577,0.289,0.66,0.582,1,0,0
"100250795010661_ereg_212",-0.161,-0.038,-0.045,-0.007,-0.013,0.071,0.978,0,0.022
"100251190010661_ereg_212",-0.815,-0.211,-0.236,-0.047,0.108,0.283,0.835,0,0.165
"100251542010661_ereg_212",0.384,0.435,0.327,0.347,0.011,1.575,1,0,0
"100251625010661_ereg_212",-0.495,-1.326,1.428,-1.113,-0.931,-1.351,0,0,1
"100252055010661_ereg_222",-0.36,-0.592,-0.242,-0.195,-0.055,-0.194,0.886,0,0.114
"100252179010661_ereg_222",-0.012,-0.006,0.076,-0.159,0.475,-0.275,1,0,0
"100254749010661_ereg_212",-1.58,-1.422,-0.572,0.856,0.31,0.376,1,0,0
"100254893010661_ereg_222",-0.298,-0.443,-0.436,-0.414,-0.236,0.046,1,0,0
"100254946010661_ereg_212",-0.984,-1.028,-0.363,0.715,0.178,0.25,1,0,0
"100255250010661_ereg_212",-1.34,-0.913,-0.478,0.476,0.432,0.296,0.988,0,0.012
"100255376010661_ereg_212",-0.425,-0.503,-0.402,-0.353,-0.208,0.053,0.956,0,0.044
"100255509010661_ereg_212",-0.518,-0.487,-0.332,-0.474,-0.27,0.014,0.85,0,0.15
"100255675010661_ereg_212",-0.397,-0.365,-0.179,-0.089,-0.077,-0.076,0.847,0,0.153
"100255889010661_ereg_212",-0.028,0.365,0.739,-0.039,0.5,0.209,0.914,0,0.086
"100256201010661_ereg_212",0.08,0.406,0.622,0.16,0.763,0.29,0.993,0,0.007
"100256613010661_ereg_212",-0.557,-0.314,-0.308,0.016,0.299,0.342,0.991,0,0.009
"100256843010661_ereg_212",-0.421,0.09,0.013,0.025,0.42,0.447,1,0,0
"100256961010661_ereg_212",-1.078,-1.185,-0.521,-1.159,-0.762,-0.64,0.155,0,0.845
"100257301010661_ereg_212",-0.295,-0.239,-0.119,-0.238,-0.072,-0.135,0.821,0,0.179
"100257461010661_ereg_212",-1.069,-0.936,-0.081,-0.699,-0.852,-0.528,0.184,0,0.816
"100258050010661_ereg_222",0.006,-0.275,-0.329,-0.197,-0.215,0.141,1,0,0
"100258139010661_ereg_212",-0.915,-0.927,-0.524,0.162,-0.045,0.218,1,0,0
"100258476010661_ereg_212",-0.191,-0.184,0.12,0.625,1.472,0.234,1,0,0
"100258866010661_ereg_222",0.04,-0.613,0.353,0.866,1.731,0.06,1,0,0
"100259490010661_ereg_212",-0.599,-0.637,-0.351,-0.541,-0.38,-0.253,0.646,0,0.354
"100259881010661_ereg_212",-0.052,-0.023,-0.021,-0.03,0.007,-0.02,0.984,0,0.016
"100260549010661_ereg_212",0.124,0.431,0.78,0.133,0.613,0.36,1,0,0
"100261016010661_ereg_212",-0.193,-0.243,-0.112,-0.234,-0.153,-0.163,0.83,0,0.17
"100261107010661_ereg_212",-1.798,-1.605,-0.599,1.065,0.395,0.417,1,0,0
"100261598010661_ereg_212",0.079,0.126,0.654,0.174,0.631,0.287,0.955,0,0.045
"100261701010661_ereg_212",-0.971,-0.957,-0.503,0.178,0.028,0.105,0.962,0,0.038
"100261809010661_ereg_212",-0.969,-1.203,-0.089,1.026,0.879,0.523,1,0,0
"100261926010661_ereg_212",-0.307,-0.356,-0.16,-0.346,-0.227,-0.212,0.748,0,0.252
"100262463010661_ereg_212",-0.277,-0.525,-0.266,-0.371,-0.256,-0.47,0.696,0,0.304
"100262657010661_ereg_212",-0.263,-0.324,0.182,-0.322,-0.138,-0.338,0.764,0,0.236
"100263569010661_ereg_212",0.094,0.287,0.598,0.31,0.874,0.439,1,0,0
"100264011010661_ereg_222",-0.303,-0.124,0.061,-0.021,0.336,-0.26,1,0,0
"100264410010661_ereg_212",-1.557,-1.343,-0.571,0.771,0.389,0.284,1,0,0
"100264644010661_ereg_212",-0.117,-0.392,-0.375,-0.132,-0.286,0.149,1,0,0
"100264753010661_ereg_212",-0.941,-0.96,0.653,-0.725,-0.33,-0.437,0.332,0,0.668
"100265023010661_ereg_212",-0.476,-0.481,-0.156,0.039,0.109,0.177,0.957,0,0.043
"100265328010661_ereg_212",-0.127,-0.222,0.244,-0.12,-0.077,-0.105,0.864,0,0.136
"100265512010661_ereg_212",-0.248,-0.208,-0.196,-0.194,-0.108,-0.003,0.916,0,0.084
"100265899010661_ereg_212",-0.121,-0.104,-0.015,-0.104,-0.034,-0.07,0.922,0,0.078
"100266097010661_ereg_212",-0.708,-0.689,-0.355,-0.631,-0.433,-0.311,0.533,0,0.467
"100266296010661_ereg_212",-0.835,-1.008,-0.055,-1.154,-1.038,-1.213,0,0,1
"100266677010661_ereg_212",-0.034,-0.038,-0.041,-0.038,-0.025,0.007,0.995,0,0.005
"100266945010661_ereg_212",-1.079,-1.127,-0.485,-1.11,-0.731,-0.548,0.191,0,0.809
"100267213010661_ereg_212",-0.075,-0.078,-0.034,-0.077,-0.051,-0.038,0.944,0,0.056
"100268076010661_ereg_222",0.155,0.439,0.696,0.156,0.559,0.471,1,0,0
"100494586010478_ereg_231",0.185,0.453,1.359,-0.917,-0.68,-0.686,0.486,0,0.514
"100495626010478_ereg_234",0,0,0,0,0,0,1,0,0
"100496212010478_ereg_231",-0.236,-0.354,-0.37,-0.357,-0.27,0.065,1,0,0
"100496884010478_ereg_231",-0.309,-0.116,0.892,-0.591,-0.507,-0.217,0.757,0,0.243
"100497953010478_ereg_231",-0.018,0.079,0.472,-0.186,-0.275,-0.011,0.986,0,0.014
"100503892010478_ereg_231",0.964,0.786,0.39,0.426,0.141,0.022,1,0,0
"100504841010478_ereg_231",-0.017,-0.027,-0.028,-0.027,-0.021,0.005,1,0,0
"100505049010478_ereg_231",-0.211,-0.425,0.314,0.219,0.212,0.357,1,0,0
"100505121010478_ereg_231",-0.159,0.254,0.023,-0.009,-0.334,0.47,0.908,0.056,0.037
"100506467010478_ereg_231",-0.051,0.219,-0.107,-0.004,-0.203,0.165,1,0,0
"100506595010478_ereg_231",-0.459,-0.66,0.771,0.026,-0.34,0.198,1,0,0
"100506752010478_ereg_231",0.135,0.161,0.416,0.055,-0.409,0.71,1,0,0
"100510900010478_ereg_231",0.498,0.556,0.417,-0.3,-0.428,-0.144,0.931,0.003,0.066
"100511564010478_ereg_231",0.112,-0.119,0.632,0.005,-0.465,0.096,1,0,0
"100513856010478_ereg_231",-0.626,-0.278,1.654,-1.221,-0.733,-0.981,0.162,0,0.838
"100514222010478_ereg_231",-0.52,-0.245,0.633,-0.522,-0.39,-0.095,0.772,0,0.228
"100515695010478_ereg_231",0.074,0.155,0.583,-0.226,-0.375,0.006,1,0,0
"100516714010478_ereg_231",-0.518,-0.055,1.704,-1.22,-0.486,-0.894,0.325,0,0.675
"100518507010478_ereg_231",0.38,0.299,0.871,-0.221,-0.179,-0.183,0.802,0,0.198
"100518717010478_ereg_231",0.214,0.287,0.675,-0.427,-0.504,-0.169,0.87,0,0.13
"100519221010478_ereg_231",0.393,0.51,0.655,-0.372,-0.496,-0.26,0.844,0,0.156
"100519683010478_ereg_231",-0.023,-0.066,0.029,0.186,-0.459,0.813,0.955,0.045,0
"100520411010478_ereg_231",-0.272,0.04,1.337,-0.803,-0.629,-0.395,0.59,0,0.41
"100522370010478_ereg_231",0.282,0.229,0.328,-0.276,-0.424,-0.022,0.937,0,0.063
"100523155010478_ereg_231",0.243,0.269,0.513,0.065,-0.339,0.784,0.935,0,0.065
"100523502010478_ereg_231",0.884,0.73,0.894,-0.126,-0.469,0.008,0.836,0,0.164
"100524435010478_ereg_231",0.476,0.42,0.477,-0.324,-0.494,0.009,0.92,0,0.08
"100524838010478_ereg_231",-0.219,-0.142,0.036,-0.024,-0.024,-0.293,0.831,0,0.169
"100525484010478_ereg_231",-0.246,-0.081,0.48,-0.238,-0.252,0.031,1,0,0
"100527312010478_ereg_231",0.583,0.704,0.184,0.056,-0.275,-0.253,0.903,0,0.097
"100527410010478_ereg_231",-0.311,0.025,0.07,0.382,0.596,-0.318,0.917,0,0.083
"100527592010478_ereg_231",-0.088,-0.018,0.048,-0.088,0.099,-0.09,1,0,0
"100528181010478_ereg_231",0.281,0.114,0.743,-0.266,-0.5,-0.245,0.828,0,0.172
"100529791010478_ereg_231",0.792,0.705,0.341,0.351,-0.252,0.765,1,0,0
"100530004010478_ereg_231",0.043,-0.081,-0.194,-0.134,-0.164,0.114,1,0,0
"100532418010478_ereg_231",1.211,0.726,0.358,0.015,-0.471,0.185,1,0,0
"100532680010478_ereg_231",-0.235,0.043,1.477,-1.067,-0.844,-0.928,0.196,0,0.804
"100533207010478_ereg_231",-0.696,-0.095,2.479,-1.621,-0.931,-1.09,0.015,0,0.985
"100533745010478_ereg_231",0.057,0.125,1.177,-0.699,-0.781,-0.555,0.431,0,0.569
"100533884010478_ereg_231",1.255,0.508,0.542,0.335,-0.311,0.201,0.983,0,0.017
"100535881010478_ereg_231",0.242,0.386,0.873,-0.672,-0.823,-0.633,0.453,0,0.547
"100536141010478_ereg_231",0.396,-0.192,0.873,0.37,-0.692,0.272,1,0,0
"100537236010478_ereg_231",0.135,0.02,-0.042,-0.348,-0.103,-0.843,0.526,0,0.474
"100540714010478_ereg_231",0.229,-0.414,0.921,0.054,-0.607,0.196,0.876,0,0.124
"100540863010478_ereg_231",0.127,0.19,0.404,-0.202,-0.36,0.007,1,0,0
"100541561010478_ereg_231",-0.269,-0.37,-0.393,-0.436,-0.219,0.001,1,0,0
"100543469010478_ereg_231",0.244,0.096,0.483,0.052,0.319,-0.194,0.87,0,0.13
"100545032010478_ereg_231",0.03,-0.21,0.594,-0.036,-0.431,0.163,0.88,0.12,0
"100546206010478_ereg_231",-0.085,0.022,-0.004,-0.197,0.265,-0.253,1,0,0
"100546241010478_ereg_234",-0.23,-0.114,0.053,0.052,0.194,-0.133,1,0,0
"100546588010478_ereg_231",0.073,0.684,-0.015,0.266,0.235,0.458,1,0,0
"100547290010478_ereg_231",-0.28,-0.082,0.131,0.205,0.253,-0.031,1,0,0
"100547456010478_ereg_231",-0.188,-0.56,0.818,0.263,-0.365,0.262,1,0,0
"100548650010478_ereg_231",0.488,0.368,0.724,-0.46,-0.653,-0.473,0.603,0,0.397
"100548788010478_ereg_231",-0.688,-0.094,2.52,-1.644,-0.937,-1.118,0,0,1
"100549148010478_ereg_231",0.774,0.826,0.552,-0.203,-0.428,-0.211,0.909,0,0.091
"100550513010478_ereg_231",0.29,0.33,0.288,-0.275,-0.433,-0.132,0.947,0,0.053
"100550893010478_ereg_231",0.082,0.035,0.661,-0.179,-0.636,-0.175,0.695,0,0.305
"100551295010478_ereg_231",0.321,0.289,0.472,-0.262,-0.479,-0.096,0.862,0,0.138
"100555090010478_ereg_231",0.612,0.695,0.59,-0.189,-0.532,0.033,1,0,0
"100555188010478_ereg_231",-0.151,0.15,1.205,-0.744,-0.548,-0.469,0.606,0,0.394
"100555492010478_ereg_231",0.158,0.284,0.597,-0.344,-0.461,-0.08,0.922,0,0.078
