"temp","prec","therm","deficit","moisture"
"102561724010661_ereg_212",-4.753,774.201,408.08,1438.784,0
"102561727010661_ereg_212",-6.553,777.442,377.246,1394.959,1
"102561745010661_ereg_222",-5.535,841.701,884.081,1506.751,0
"102561793010661_ereg_212",-7.215,731.29,330.638,1332.146,0
"102561814010661_ereg_212",-6.815,789.19,366.492,1429.249,-0.933
"102561892010661_ereg_212",-5.657,716.384,361.793,1453.274,1
"102561901010661_ereg_212",-5.848,726.853,384.104,1473.899,1
"102561910010661_ereg_212",-12.475,718.55,525.954,1410.653,-0.275
"102561913010661_ereg_212",-11.805,718.949,514.772,1481.98,0
"102561916010661_ereg_212",-10.89,743.773,509.55,1479.324,0.131
"102561922010661_ereg_212",-5.755,726.098,419.62,1456.924,1
"102561928010661_ereg_212",-9.36,725.947,533.68,1353.313,0
"102561934010661_ereg_212",-5.385,755.504,429.987,1466.803,-0.019
"102561940010661_ereg_212",-9.54,751.609,514.319,1399.128,1
"102561943010661_ereg_212",-5.32,737.072,418.895,1537.567,0.336
"102561955010661_ereg_212",-7.275,786.668,514.193,1399.518,0.637
"102561961010661_ereg_212",-9.365,767.207,521.522,1392.988,0
"102561970010661_ereg_212",-6.37,806.423,551.671,1420.5,0.107
"102561976010661_ereg_212",-3.085,778.514,419.253,1743.722,0.976
"102562072010661_ereg_212",-12.078,714.943,440.686,1382.038,-1
"102562075010661_ereg_212",-12.768,718.479,446.887,1305.511,0
"102562078010661_ereg_212",-6.195,720.066,385.385,1442.559,1
"102562084010661_ereg_212",-6.043,722.322,378.96,1461.149,-0.221
"102562099010661_ereg_212",-9.987,712.506,507.966,1415.03,0.419
"102562117010661_ereg_212",-9.3,749.893,557.847,1423.564,-0.208
"102562162010661_ereg_212",-5.485,795.698,416.261,1697.944,0
"102562165010661_ereg_212",-6.1,795.348,434.633,1859.782,-0.339
"102562267010661_ereg_212",-6.018,707.119,108.541,1824.577,0.107
"102562285010661_ereg_212",-4.935,730.345,112.602,1795.957,-0.616
"102562291010661_ereg_212",-6.752,724.829,99.973,1776.493,0.957
"102562300010661_ereg_212",-4.412,706.565,96.352,1887.191,1
"102562303010661_ereg_212",-11.768,708.06,383.131,1670.516,1
"102562330010661_ereg_212",-9.495,713.613,551.994,1469.04,-0.349
"102562339010661_ereg_212",-10.143,727.285,535.287,1434.349,-0.28
"102562342010661_ereg_212",-9.395,733.412,571.481,1454.856,-0.211
"102562348010661_ereg_212",-9.742,795.373,323.405,1684.989,-1
"102562351010661_ereg_212",-9.1,751.389,566.732,1432.313,0.792
"102562363010661_ereg_212",-4.277,760.252,41.342,2067.987,-0.427
"102562387010661_ereg_212",-8.175,787.514,611.908,1527.209,0
"102562393010661_ereg_212",-8.387,788.639,595.468,1496.655,-0.048
"102562396010661_ereg_212",-7.215,792.852,419.295,1713.161,0
"102562474010661_ereg_Mb",-5.652,785.541,633.829,1833.1,-0.003
"102562558010661_ereg_212",-11.353,680.613,509.147,1407.549,-0.488
"102562570010661_ereg_212",-12.018,683.814,525.993,1443.356,0
"102562573010661_ereg_212",-12.04,702.907,477.899,1349.749,-0.184
"102562588010661_ereg_212",-11.47,712.242,362.983,1630.78,0.627
"102562597010661_ereg_Ma",-8.768,687.668,559.52,1513.322,1
"102562612010661_ereg_212",-4.043,693.154,43.038,2196.164,0
"102562615010661_ereg_212",-5.08,690.456,0,1975.463,0.883
"102562627010661_ereg_212",-3.537,693.126,44.333,2039.23,0.392
"102562630010661_ereg_212",-7.64,701.593,569.372,1482.993,0.984
"102562636010661_ereg_212",-5.535,706.807,544.973,1458.434,1
"102562639010661_ereg_212",-10,709.684,579.383,1565.298,1
"102562645010661_ereg_212",-4.67,724.608,163.365,1928.692,1
"102562651010661_ereg_212",-9.162,742.345,540.184,1446.257,0.307
"102562657010661_ereg_212",-4.872,748.813,149.957,1920.756,1
"102562669010661_ereg_212",-9.342,742.56,600.866,1568.095,0
"102562675010661_ereg_212",-8.197,744.23,421.695,1771.94,0
"102562681010661_ereg_212",-7.003,763.469,405.219,1617.832,-0.925
"102562693010661_ereg_212",-3.4,745.336,41.522,2033.114,0.016
"102562696010661_ereg_212",-8.523,770.687,430.146,1799.011,0
"102562711010661_ereg_212",-8.6,744.731,415.194,1655.318,-0.088
"102562741010661_ereg_Mc",-7.433,793.382,441.54,1954.426,-0.253
"102562867010661_ereg_212",-11.705,676.775,527.529,870.874,-0.725
"102562870010661_ereg_212",-13.63,677.35,338.714,1232.143,-0.005
"102562876010661_ereg_212",-10.933,676.826,532.803,1443.706,-1
"102562879010661_ereg_212",-11.933,678.745,371.853,1556.573,0.936
"102562897010661_ereg_Ma",-6.13,683.624,0,2168.433,0.483
"102562906010661_ereg_212",-5.555,693.682,149.382,1820.372,0
"102562924010661_ereg_212",-9.55,696.984,554.579,1423.587,0.845
"102562933010661_ereg_212",-10.36,710.286,560.811,1497.217,-0.608
"102562936010661_ereg_212",-10.127,710.921,532.141,1428.667,0.653
"102562939010661_ereg_212",-10.185,713.105,523.046,1449.33,-0.253
"102562945010661_ereg_212",-9.495,719.581,497.119,1370.858,0.488
"102562948010661_ereg_212",-9.773,718.379,558.625,1520.779,0
"102562954010661_ereg_212",-7.295,720.083,579.317,1357.944,1
"102562966010661_ereg_212",-3.843,719.965,164.684,1849.517,0.333
"102562975010661_ereg_212",-8.807,734.604,416.254,1699.014,1
"102563008010661_ereg_212",-3.93,726.166,109.79,1907.717,0.885
"102563107010661_ereg_251",-6.527,774.771,551.396,1789.885,0.029
"102563152010661_ereg_Ma",-5.852,640.573,0,1951.835,0.12
"102563158010661_ereg_212",-10.037,670.787,357.496,1578.522,-0.096
"102563173010661_ereg_212",-10.225,676.062,483.327,1391.424,1
"102563176010661_ereg_Ma",-5.178,676.256,127.198,1773.305,0.237
"102563179010661_ereg_Ma",-5.115,669.14,99.668,1797.144,1
"102563188010661_ereg_Ma",-4.088,672.889,159.205,1828.309,0.115
"102563191010661_ereg_Ma",-9.55,678.082,513.042,1433.091,0.6
"102563194010661_ereg_Ma",-5.238,675.627,162.353,1818.168,0.413
"102563200010661_ereg_Ma",-5.96,677.28,0,2045.486,0.323
"102563203010661_ereg_212",-8.48,681.544,519.16,1387.649,1
"102563221010661_ereg_212",-5.28,702.751,0,1937.133,0.621
"102563227010661_ereg_212",-5.117,713.124,107.212,1901.896,0
"102563254010661_ereg_212",-6.512,718.773,552.65,1470.855,0.36
"102563266010661_ereg_212",-3.84,726.534,166.908,1843.293,0.469
"102563293010661_ereg_212",-8.985,726.795,567.357,1529.503,-0.437
"102563485010661_ereg_Ma",-7.293,621.72,0,2027.8,0.869
"102563494010661_ereg_Ma",-5.482,657.241,37.733,1977.799,1
"102563497010661_ereg_Ma",-10.55,667.491,525.907,1403.043,1
"102563503010661_ereg_Ma",-5.43,668.669,105.038,1833.155,0.267
"102563509010661_ereg_Ma",-9.755,677.369,385.735,1685.251,1
"102563692010661_ereg_Ma",-6.312,654.879,96.572,1861.504,0
"102563701010661_ereg_Ma",-4.518,670.661,113.214,1828.213,1
"102563710010661_ereg_Mb",-11.648,667.373,528.386,1433.1,0.968
"102563713010661_ereg_Mb",-10.68,665.017,536.851,1485.851,1
"102563722010661_ereg_Mb",-4.22,658.521,154.197,1792.136,1
"102563731010661_ereg_212",-8.627,681.827,533.525,1345.312,0
"102563740010661_ereg_212",-9.455,668.502,521.254,1363.432,0
"102563752010661_ereg_212",-7.978,657.858,536.334,1383.455,1
"102563758010661_ereg_212",-6.93,696.148,523.543,1464.146,0.768
"102563761010661_ereg_212",-6.592,658.649,71.002,1697.027,0.267
"102563767010661_ereg_212",-5.185,679.452,156.197,1791.554,0
"102563773010661_ereg_212",-6.157,708.085,386.248,1670.227,1
"102563779010661_ereg_212",-5.128,683.759,153.374,1840.018,0
"102563791010661_ereg_212",-3.648,699.795,166.955,1983.002,-0.299
"102563857010661_ereg_Ma",-6.717,712.865,601.33,1709.754,0
"102563860010661_ereg_Ma",-3.578,695.6,292.239,1982.546,1
"102564004010661_ereg_Mb",-11.675,650.721,467.616,1374.512,0.549
"102564010010661_ereg_Mb",-11.633,637.713,220.205,1638.675,1
"102564013010661_ereg_Mb",-12.495,623.71,129.171,1817.467,0
"102564016010661_ereg_Mb",-9.795,652.007,469.957,1341.331,1
"102564019010661_ereg_Mb",-10.145,654.918,490.337,1348.462,1
"102564022010661_ereg_Mb",-9.803,633.734,490.245,1337.371,0.416
"102564025010661_ereg_Mb",-11.777,635.16,275.957,1713.26,0.787
"102564034010661_ereg_Mb",-9.64,649.005,505.011,1434.896,1
"102564037010661_ereg_Mb",-9.002,655.665,495.37,1462.588,1
"102564040010661_ereg_Mb",-10.22,635.893,523.717,1432.467,0
"102564043010661_ereg_Mb",-10.535,634.903,128.685,1954.95,1
"102564067010661_ereg_212",-11.58,659.721,374.573,1640.636,0
"102564073010661_ereg_212",-10.54,662.869,535.55,1453.72,0
"102564076010661_ereg_212",-5.817,653.403,116.475,1827.01,1
"102564088010661_ereg_212",-10.615,663.052,429.475,1241.747,0.107
"102564091010661_ereg_212",-10.275,659.919,443.432,1277.072,-0.008
"102564094010661_ereg_212",-5.095,674.759,298.35,1465.483,0
"102564163010661_ereg_Ma",-7.295,707.956,557.758,1582.577,0
"102564331010661_ereg_Mb",-12.193,621.75,228.543,1725.698,0.64
"102564343010661_ereg_Mb",-7.062,618.555,108.346,1877.967,0.459
"102564358010661_ereg_Mb",-10.107,654.312,512.323,1402.585,1
"102564361010661_ereg_Mb",-10.78,620.583,503.081,957.069,0.395
"102564376010661_ereg_212",-9.235,654.796,566.758,1408.611,0.603
"102564391010661_ereg_212",-8.088,664.751,337.545,1780.12,-0.739
"102564394010661_ereg_212",-5.42,647.473,159.335,1958.196,0.301
"102564400010661_ereg_212",-4.36,665.248,386.62,1675.406,0.315
"102564403010661_ereg_212",-3.545,682.137,372.606,1610.773,0.739
"102564622010661_ereg_Mb",-14.16,609.95,157.545,1997.329,-0.341
"102564628010661_ereg_Mb",-11.435,607.504,238.002,1616.334,0
"102564634010661_ereg_Mb",-11.122,608.427,119.609,1944.181,1
"102564640010661_ereg_Mb",-7.553,610.94,108.367,1915.64,0
"102564670010661_ereg_212",-6.635,588.403,153.241,1845.969,-0.112
"102564673010661_ereg_212",-11.643,621.929,287.702,1757.792,0
"102564694010661_ereg_212",-9.457,649.903,331.123,1827.405,0
"102564703010661_ereg_212",-5.442,668.568,414.687,1608.812,1
"102564712010661_ereg_212",-7.605,671.335,318.009,1755.875,-0.099
"102564718010661_ereg_212",-6.515,663.581,307.649,1714.634,0
"102564721010661_ereg_212",-9.312,645.389,255.53,1525.902,0
"102564736010661_ereg_212",-4.96,671.778,303.349,1826.692,0
"102564790010661_ereg_251",-9.32,631.113,368.454,1937.13,0.563
"102564853010661_ereg_251",-5.143,655.12,214.34,2308.215,0.979
"102564955010661_ereg_Mb",-11.562,586.877,510.672,1466.213,0.968
"102564970010661_ereg_Mb",-10.098,591.193,470.062,1387.552,1
"102565000010661_ereg_212",-5.815,637.679,0,2338.436,1
"102565009010661_ereg_212",-5.863,661.796,0,2055.689,0.755
"102565012010661_ereg_212",-6.85,653.818,235.176,1661.716,0
"102565171010661_ereg_Mb",-13.045,585.687,138.642,1834.431,-0.355
"102565186010661_ereg_Mb",-12.893,579.108,483.47,1508.623,-0.656
"102565189010661_ereg_Mb",-11.8,585.387,509.312,1518.342,0.989
"102565198010661_ereg_Mb",-5.723,577.129,0,1999.655,0.269
"102565207010661_ereg_Mb",-9.985,586.023,128.082,1914.64,0
"102565219010661_ereg_Mb",-9.633,571.084,143.15,1967.53,-0.016
"102565285010661_ereg_212",-10.043,636.482,158.794,1861.372,0.589
"102565291010661_ereg_Ma",-11.165,628.662,291.798,1708.204,0.317
"102565300010661_ereg_Ma",-9.902,637.99,321.636,1837.517,-0.043
"102565450010661_ereg_Mb",-13.697,555.018,514.087,1424.359,1
"102565465010661_ereg_222",-14.61,560.467,535.217,1594.156,0.744
"102565468010661_ereg_222",-12.06,573.156,509.351,1506.774,0
"102565690010661_ereg_222",-11.64,561.956,147.863,2026.871,0.867
"102565807010661_ereg_222",-14.547,518.206,146.163,2044.13,-0.627
"102565825010661_ereg_222",-12.773,535.663,153.397,1971.208,0.973
"102566047010661_ereg_222",-4.723,878.325,595.553,1616.356,0.568
"102566068010661_ereg_212",-7.26,764.718,377.214,1418.826,0
"102566071010661_ereg_212",-10.238,766.704,522.296,1386.13,0.733
"102566083010661_ereg_212",-5.595,802.743,391.539,1610.916,0.701
"102566086010661_ereg_212",-4.86,776.177,415.496,1701.551,0.701
"102566098010661_ereg_212",-6.44,712.718,170.222,1783.586,-0.501
"102566101010661_ereg_212",-5.17,703.371,155.688,1850.771,1
"102566128010661_ereg_Mc",-7.185,812.961,527.431,2073.635,0
"102566146010661_ereg_212",-2.7,763.146,52.354,2247.047,0.083
"102566155010661_ereg_212",-13.905,677.193,501.695,894.517,-0.957
"102566185010661_ereg_Ma",-9.685,671.732,365.726,1631.758,-0.024
"102566221010661_ereg_251",-5.555,697.496,418.723,1843.358,-0.253
"102566236010661_ereg_212",-6.172,671.986,0,1980.37,0.112
"102566254010661_ereg_Mb",-11.438,622.808,127.849,1850.84,0.035
"102566269010661_ereg_Mb",-6.582,602.136,238.768,1672.985,1
"102566272010661_ereg_212",-11.523,624.932,284.645,1760.618,0.565
"102566290010661_ereg_Mb",-8.867,599.457,115.302,1885.977,0.768
"102566302010661_ereg_Mb",-10.435,585.886,476.037,1420.668,1
"102566353010661_ereg_222",-14.708,500.805,515.051,1533.317,1
"102566389010661_ereg_212",-7.803,782.208,350.216,1352.093,0.179
"102566395010661_ereg_212",-10.405,757.523,477.819,1375.811,0.283
"102566404010661_ereg_212",-7.562,791.516,429.541,1730.098,0
"102566410010661_ereg_212",-8.938,782.472,509.5,1328.941,0.835
"102566413010661_ereg_212",-9.697,746.888,551.961,1470.299,1
"102566452010661_ereg_212",-10.178,690.512,599.796,948.843,-0.592
"102566488010661_ereg_Ma",-10.603,621.867,353.823,1795.537,-0.453
"102566536010661_ereg_212",-2.715,799.415,468.697,1675.295,0
"102566542010661_ereg_212",-10.11,798.029,437.573,1250.552,0.339
"102566548010661_ereg_212",-6.287,764.362,404.142,1394.677,-0.496
"102566554010661_ereg_212",-4.815,802.938,150.887,1734.941,0.84
"102566581010661_ereg_212",-11.988,675.062,464.477,1252.245,0.611
"102566584010661_ereg_212",-5.587,711.754,122.976,1847.746,0.216
"102566593010661_ereg_212",-10.078,706.397,576.601,1544.605,0
"102566611010661_ereg_212",-8.685,695.379,562.981,1498.762,1
"102566620010661_ereg_212",-5.633,719.877,400.756,1650.223,-0.032
"102566650010661_ereg_212",-8.205,684.03,549.364,1385.536,1
"102566662010661_ereg_Ma",-5.863,671.401,98.17,1914.699,1
"102566698010661_ereg_212",-11.455,653.076,511.023,1406.207,0.765
"102566707010661_ereg_212",-8.615,675.607,311.208,1937.511,-0.288
"102566719010661_ereg_Mb",-10.787,604.232,486.844,1483.153,0
"102566764010661_ereg_212",-4.637,653.546,243.607,1772.564,1
"102566770010661_ereg_212",-9.655,645.389,315.305,1665.19,0
"102566866010661_ereg_212",-4.523,702.535,122.436,1813.901,-0.547
"102566884010661_ereg_212",-4.628,719.361,108.15,1903.996,-0.957
"102905251010661_ereg_222",2.258,857.457,607.49,1582.562,0.109
"104967953010661_ereg_212",-5.53,740.366,368.566,1756.977,0.145
"104968163010661_ereg_212",-4.485,744.372,360.184,1752.254,0
"104968376010661_ereg_212",-3.468,736.478,317.951,1930.004,-0.381
"104969258010661_ereg_212",-0.275,778.443,535.794,1201.654,0.825
"104969261010661_ereg_212",-5.207,750.694,697.418,1392.838,0.779
"104969267010661_ereg_212",-5.332,740.032,602.909,1252.848,0.587
"104969375010661_ereg_212",3.418,865.702,795.575,1182.891,-0.2
"104969390010661_ereg_212",-4.785,900.046,176.61,2127.538,-0.861
"104969399010661_ereg_212",-0.422,892.282,607.805,1772.675,-0.144
"104969408010661_ereg_212",-1.035,884.493,222.365,2089.457,-0.675
"104969417010661_ereg_212",1.288,877.588,281.659,1932.979,-1
"104969492010661_ereg_212",-9.812,839.386,265.506,1674.012,-0.381
"104969498010661_ereg_212",-7.895,825.154,391.484,1028.253,0.144
"104969501010661_ereg_212",-9.24,835.451,220.671,1650.574,-0.369
"104969507010661_ereg_212",-9.975,833.384,361.223,1643.917,0.386
"104969540010661_ereg_212",-0.147,876.36,669.652,1181.616,1
"104969543010661_ereg_212",-1.24,864.924,755.459,1279.226,-1
"104969549010661_ereg_212",-5.685,885.304,357.848,1886.551,-0.52
"104969570010661_ereg_212",-0.675,891.41,523.635,1636.111,-0.008
"104969573010661_ereg_212",-5,881.323,74.491,2268.453,-0.944
"104969615010661_ereg_212",-6.123,834.582,209.109,1816.942,0
"104969876010661_ereg_212",-2.115,854.972,733.392,869.149,0.717
"104969885010661_ereg_212",-6.947,844.845,381.098,1512.604,-0.411
"104969888010661_ereg_212",-4.463,829.628,399.384,1536.201,0.133
"104969894010661_ereg_212",-5.838,775.084,116.417,1802.44,0
"104969897010661_ereg_212",-6.125,773.617,128.707,1859.524,-0.291
"104969915010661_ereg_212",-1.723,831.372,424.819,1374.29,0
"104969927010661_ereg_212",-5.537,809.791,389.135,1612.761,0
"104970251010661_ereg_212",-9.752,707.387,270.452,1404.466,-1
"104970260010661_ereg_212",-9.41,791.221,493.837,1118.134,-0.915
"104970266010661_ereg_212",-9.918,794.047,151.691,1783.032,-0.587
"104970290010661_ereg_212",-6.593,776.855,596.906,1377.632,-0.752
"104970293010661_ereg_212",-5.518,751.812,295.641,1426.558,-0.259
"104970311010661_ereg_212",-6.41,768.807,193.574,1712.63,-0.28
"104970356010661_ereg_212",-8.04,841.322,205.769,1814.516,-0.011
"104970359010661_ereg_212",-5.1,845.535,119.116,1809.574,-0.056
"104970371010661_ereg_212",-3.543,863.037,100.999,1738.14,-0.251
"104970398010661_ereg_212",-3.002,897.501,570.135,1376.747,-0.483
"104970407010661_ereg_212",-6.908,953.023,107.962,1785.271,1
"104970416010661_ereg_212",-8.165,850.782,522.006,1119.149,-1
"104970614010661_ereg_212",-7.67,814.064,565.419,1400.249,-0.094
"104970677010661_ereg_212",-8.473,728.767,494.238,1150.992,-0.325
"104970734010661_ereg_212",-2.248,850.243,347.392,1443.68,-0.067
"104970791010661_ereg_212",-4.697,738.139,352.104,1799.975,-0.125
"104970800010661_ereg_212",-3.205,753.979,337.032,1771.877,-0.399
"104970914010661_ereg_212",-5.383,805.425,136.899,1820.769,0
"104970983010661_ereg_212",-6.442,795.56,588.238,1366.484,0
"104970989010661_ereg_212",-9.463,809.256,137.264,1691.691,0
"104971217010661_ereg_212",-7.38,816.876,526.655,1122.661,-0.072
"104972012010661_ereg_212",-3.492,755.224,352.356,1754.099,-0.513
"104972153010661_ereg_212",-3.593,704.168,450.387,1892.973,0.344
"104972162010661_ereg_212",-3.088,771.98,489.744,1772.324,0.58
"104973212010661_ereg_212",0.78,887.999,229.481,2229.987,-0.357
"104973272010661_ereg_212",-9.355,822.634,302.717,1809.731,-0.15
"104973281010661_ereg_212",-3.34,773.14,516.612,1239.656,-0.244
"104973365010661_ereg_212",-3.162,893.424,189.55,2147.606,0.181
"104973422010661_ereg_212",-5.39,836.154,144.848,1838.605,1
"104973536010661_ereg_212",-1.06,869.428,163.261,2293.246,-0.227
"104973668010661_ereg_212",-7.035,799.609,119.678,1816.728,1
"104973704010661_ereg_212",-2.777,833.846,422.554,1525.955,-0.443
"104973707010661_ereg_212",-3.258,826.673,124.142,1966.428,0
"104973749010661_ereg_212",-5.637,733.347,205.489,1858.28,0.976
"104974088010661_ereg_212",-7.935,731.475,515.723,1169.933,-0.251
"104974094010661_ereg_212",-8.883,725.002,512.898,1148.279,0.019
"104974097010661_ereg_212",-3.127,769.063,508.72,1125.108,-0.693
"104974100010661_ereg_212",-9.088,776.559,327.597,1430.839,0.371
"104974145010661_ereg_212",-5.82,751.289,283.086,1385.204,0
"104974160010661_ereg_212",-7.728,779.927,257.039,1377.739,-0.755
"104974211010661_ereg_212",-8.175,896.886,221.43,1816.82,-0.003
"104974232010661_ereg_212",-6.387,849.102,503.078,1126.397,-0.891
"104974235010661_ereg_212",-6.525,816.876,516.586,1164.474,1
"104974250010661_ereg_212",-4.463,910.562,513.878,1360.056,-0.011
"104974451010661_ereg_212",-6.343,791.513,126.274,1843.201,-0.733
"104974571010661_ereg_212",-5.72,977.868,374.617,1523.475,0.984
"104974724010661_ereg_212",-1.512,897.754,866.918,1101.211,-0.549
"104974754010661_ereg_212",-6.15,828.409,201.888,1955.425,0
"104974757010661_ereg_212",-3.027,817.995,398.293,1486.742,0.979
"104974766010661_ereg_212",-1.748,845.857,407.713,1461.038,-0.443
"104974799010661_ereg_212",-7.125,750.982,305.779,1400.27,-1
"104974922010661_ereg_212",-5.375,777.99,212.142,1932.442,-0.13
"115422628010478_ereg_232",17.44,1488.702,1516.171,2153.379,-0.237
"115422710010478_ereg_232",16.858,1491.995,1064.981,2449.632,1
"118122546010661_ereg_222",-5.105,858.625,588.585,1608.806,-0.107
"121292865010478_ereg_M231",11.215,1253.502,1288.06,1727.434,0
"121293040010478_ereg_234",11.16,1280.718,980.003,2036.975,1
"121293217010478_ereg_234",11.207,1293.934,721.388,2662.458,0.995
"121293531010478_ereg_M231",11.752,1414.108,1911.413,1091.142,0.013
"121294420010478_ereg_234",10.867,1218.262,666.392,2483.139,0.197
"121294613010478_ereg_234",9.602,1206.154,924.547,2174.114,-0.76
"121294773010478_ereg_M231",12.258,1514.775,2007.638,958.781,-0.707
"121294963010478_ereg_M231",11.025,1439.54,2204.549,627.19,-0.139
"121295170010478_ereg_M231",12.268,1483.321,2277.279,625.671,-0.291
"121296083010478_ereg_M231",12.83,1423.185,2426.068,648.657,0
