"plotLon","plotLat"
"100566402010478_ereg_231",-88.6516,33.0522
"100567472010478_ereg_231",-88.5545,33.1809
"100569341010478_ereg_231",-88.7104,33.1841
"100570961010478_ereg_231",-88.8083,33.2196
"100572010010478_ereg_231",-88.7304,33.5519
"100572713010478_ereg_231",-88.8259,33.5053
"100572816010478_ereg_231",-88.8364,33.5446
"100575829010478_ereg_231",-89.0751,33.2875
"100575920010478_ereg_231",-88.9334,33.2864
"100576635010478_ereg_231",-89.7398,34.3626
"100577529010478_ereg_231",-89.8402,34.3977
"100581353010478_ereg_232",-90.4149,31.1534
"100582349010478_ereg_232",-90.5188,31.03
"100582823010478_ereg_232",-90.2578,31.4575
"100583374010478_ereg_232",-90.3013,31.5983
"100584194010478_ereg_232",-90.406,31.4567
"100585377010478_ereg_231",-90.5182,31.551
"100586382010478_ereg_231",-90.6108,31.4533
"100587041010478_ereg_231",-90.7221,31.6797
"100587175010478_ereg_231",-90.7221,31.662
"100587860010478_ereg_231",-88.276,33.6593
"100591422010478_ereg_231",-89.8243,32.8666
"100591760010478_ereg_231",-89.8787,32.5679
"100592705010478_ereg_231",-89.9742,32.7916
"100593968010478_ereg_231",-89.9218,32.6959
"100594198010478_ereg_231",-90.2287,32.4424
"100595159010478_ereg_231",-89.9542,32.8447
"100595700010478_ereg_231",-89.3038,34.8402
"100596736010478_ereg_231",-89.3636,34.8052
"100598609010478_ereg_231",-89.5211,34.5764
"100598955010478_ereg_231",-89.5664,34.8037
"100599301010478_ereg_231",-89.5795,34.9334
"100599579010478_ereg_231",-89.5769,34.6635
"100600510010478_ereg_231",-89.2806,34.518
"100603058010478_ereg_231",-88.4073,33.9659
"100605458010478_ereg_231",-88.2176,34.0546
"100606572010478_ereg_231",-89.515,33.6587
"100607973010478_ereg_231",-89.6156,33.4923
"100608540010478_ereg_231",-89.6707,33.6554
"100610437010478_ereg_231",-90.9535,31.8281
"100610662010478_ereg_231",-90.9698,31.6565
"100611938010478_ereg_231",-91.119,31.8315
"100612171010478_ereg_231",-91.1672,31.744
"100612715010478_ereg_234",-91.2727,31.7874
"100612830010478_ereg_231",-91.2766,31.7282
"100613045010478_ereg_234",-91.3143,31.8307
"100617022010478_ereg_231",-88.6442,32.7496
"100619307010478_ereg_231",-88.8017,32.6705
"100619614010478_ereg_231",-88.8465,32.6675
"100620525010478_ereg_231",-88.8875,32.5782
"100621511010478_ereg_231",-89.2589,34.2224
"100622162010478_ereg_231",-89.3122,34.3831
"100622256010478_ereg_231",-89.3065,34.4278
"100623177010478_ereg_231",-89.409,34.35
"100623747010478_ereg_231",-89.6145,34.3857
"100626518010478_ereg_231",-88.4316,32.4452
"100627232010478_ereg_231",-88.4773,32.3995
"100630163010478_ereg_231",-88.7912,32.5296
"100631181010478_ereg_231",-88.8833,32.3549
"100631270010478_ereg_231",-88.8903,32.4085
"100631771010478_ereg_231",-88.4299,32.3638
"100634078010478_ereg_231",-89.7152,32.7002
"100635800010478_ereg_231",-89.6188,32.7459
"100636082010478_ereg_231",-89.6629,32.8306
"100636632010478_ereg_231",-89.7154,32.6582
"100640429010478_ereg_231",-89.8927,34.7958
"100640722010478_ereg_231",-89.9413,34.7551
"100642023010478_ereg_231",-90.6679,31.413
"100642093010478_ereg_231",-90.6595,31.5052
"100643519010478_ereg_231",-91.1332,31.5744
"100643905010478_ereg_231",-90.8061,31.4583
"100643996010478_ereg_231",-90.81,31.3692
"100645280010478_ereg_231",-90.9628,31.3814
"100645950010478_ereg_231",-91.0106,31.5494
"100647256010478_ereg_231",-91.0502,31.3568
"100647331010478_ereg_231",-90.7562,31.5907
"100648525010478_ereg_231",-89.6176,33.7436
"100649430010478_ereg_231",-89.8752,33.8276
"100652365010478_ereg_231",-90.6868,32.2664
"100652559010478_ereg_231",-90.4309,32.1851
"100655061010478_ereg_231",-90.7087,32.2536
"100655266010478_ereg_231",-90.7086,32.0682
"100657614010478_ereg_231",-88.3564,34.1881
"100658297010478_ereg_231",-88.4157,34.3968
"100658555010478_ereg_231",-88.5111,34.1871
"100659583010478_ereg_231",-88.5148,34.3998
"100660191010478_ereg_231",-88.3049,34.0964
"100662703010478_ereg_232",-89.0958,31.8459
"100663243010478_ereg_231",-89.0436,32.1122
"100664769010478_ereg_232",-89.1957,32.0198
"100664883010478_ereg_232",-89.1974,32.0585
"100666335010478_ereg_231",-89.2974,32.1527
"100668562010478_ereg_231",-89.2597,34.627
"100670465010478_ereg_231",-89.4167,34.0071
"100670653010478_ereg_231",-89.3115,34.128
"100672523010478_ereg_231",-89.4718,33.8313
"100673148010478_ereg_231",-91.2128,31.3923
"100674071010478_ereg_231",-91.3215,31.4801
"100674996010478_ereg_234",-91.4713,31.3012
"100675192010478_ereg_234",-91.4383,31.6058
"100675635010478_ereg_234",-91.4946,31.3121
"100675719010478_ereg_231",-91.2247,31.4724
"100676594010478_ereg_231",-88.4217,34.864
"100676757010478_ereg_231",-88.4649,34.9468
"100679073010478_ereg_231",-88.4548,34.8004
"100679171010478_ereg_231",-88.5787,34.772
"100681347010478_ereg_232",-90.7174,31.1362
"100683295010478_ereg_232",-90.5651,31.0093
"100685733010478_ereg_231",-90.9905,31.2876
"100686748010478_ereg_231",-89.3267,33.0019
"100687278010478_ereg_231",-89.3732,33.0844
"100687437010478_ereg_231",-89.3659,33.1691
"100688017010478_ereg_231",-89.4171,33.1698
"100688517010478_ereg_231",-89.4215,33.0117
"100689435010478_ereg_231",-89.5783,33.2227
"100692906010478_ereg_231",-89.6243,33.1775
"100693418010478_ereg_231",-89.0416,34.8344
"100694777010478_ereg_231",-89.1519,34.7942
"100695177010478_ereg_231",-89.2041,34.7055
"100695359010478_ereg_231",-89.212,34.7883
"100697457010478_ereg_231",-89.8408,33.5758
"100697599010478_ereg_231",-89.8388,33.6188
"100700269010478_ereg_231",-88.9374,34.1887
"100700798010478_ereg_231",-88.9967,34.3539
"100702031010478_ereg_231",-89.2165,34.1701
"100702302010478_ereg_231",-88.8653,34.3383
"100705629010478_ereg_231",-88.6226,34.5618
"100706617010478_ereg_232",-89.8284,32.183
"100707189010478_ereg_231",-89.8157,32.4883
"100708000010478_ereg_231",-90.1837,32.1452
"100708627010478_ereg_231",-89.9285,32.3561
"100709057010478_ereg_231",-89.9803,32.3146
"100711439010478_ereg_231",-89.9457,32.3798
"100711626010478_ereg_231",-89.957,32.2033
"100712256010478_ereg_231",-89.3554,32.2673
"100712709010478_ereg_231",-89.4489,32.4767
"100713840010478_ereg_231",-89.55,32.5288
"100714334010478_ereg_231",-89.5459,32.3161
"100715215010478_ereg_231",-89.5998,32.5283
"100715749010478_ereg_232",-89.6471,32.2662
"100716032010478_ereg_231",-89.5509,32.3571
"100717121010478_ereg_231",-89.6191,32.4266
"100717521010478_ereg_232",-90.4759,31.0923
"100720729010478_ereg_231",-90.0636,31.9658
"100721148010478_ereg_232",-90.1115,31.8433
"100721339010478_ereg_232",-90.1169,31.7564
"100723146010478_ereg_232",-89.3409,31.9308
"100723478010478_ereg_232",-89.503,31.9223
"100725382010478_ereg_232",-89.5512,32.1034
"100726469010478_ereg_232",-89.6062,32.1075
"100727755010478_ereg_232",-89.4269,32.1191
"102076495010661_ereg_222",-90.6285,42.3628
"102076606010661_ereg_251",-90.8856,42.0595
"102076687010661_ereg_251",-91.5222,40.6754
"102076699010661_ereg_222",-91.1431,42.7954
"102076852010661_ereg_222",-91.1189,43.2506
"102076954010661_ereg_251",-91.9488,40.9639
"102076966010661_ereg_251",-91.9899,40.7115
"102076975010661_ereg_222",-91.4143,43.4143
"102077272010661_ereg_251",-92.179,41.6382
"102077332010661_ereg_251",-92.7611,40.8963
"102077350010661_ereg_251",-92.8041,40.6739
"102077416010661_ereg_Me",-92.3077,42.2663
"102077479010661_ereg_251",-92.7296,41.0171
"102077482010661_ereg_251",-92.8245,41.1302
"102077488010661_ereg_251",-92.9041,40.9772
"102077491010661_ereg_251",-92.7745,40.8189
"102077662010661_ereg_251",-93.1411,41.2635
"102077803010661_ereg_251",-93.614,40.6947
"102077980010661_ereg_251",-93.675,40.693
"102078034010661_ereg_251",-93.4993,42.6194
"102078139010661_ereg_251",-93.6813,41.154
"102078148010661_ereg_251",-94.0191,40.9485
"102078154010661_ereg_251",-94.0258,40.8544
"102078157010661_ereg_251",-93.9157,40.7362
"102078247010661_ereg_251",-93.9016,41.9367
"102078292010661_ereg_251",-94.2201,41.3266
"102078298010661_ereg_251",-94.1251,41.0985
"102078412010661_ereg_251",-93.9366,42.2872
"102079033010661_ereg_251",-95.5513,40.7103
"102079114010661_ereg_251",-95.4018,41.9334
"102079630010661_ereg_222",-91.2714,43.4221
"102079747010661_ereg_251",-94.4859,41.5386
"102163054010661_ereg_223",-87.8104,39
"102163105010661_ereg_223",-88.2518,37.6495
"102163273010661_ereg_223",-88.2247,38.4054
"102163333010661_ereg_223",-88.5071,37.5801
"102163339010661_ereg_223",-88.4933,37.4954
"102163342010661_ereg_223",-88.6424,37.5603
"102163348010661_ereg_223",-88.525,37.4262
"102163354010661_ereg_223",-88.7013,37.3966
"102163360010661_ereg_231",-88.7654,37.1766
"102163405010661_ereg_251",-88.0493,39.7063
"102163408010661_ereg_251",-88.051,39.6156
"102163471010661_ereg_223",-88.8335,37.488
"102163495010661_ereg_222",-87.6628,41.4807
"102163663010661_ereg_223",-88.588,38.8798
"102163717010661_ereg_223",-88.9221,38.0296
"102163729010661_ereg_223",-88.7506,38.1159
"102163732010661_ereg_223",-88.9642,37.9285
"102163744010661_ereg_223",-89.1603,37.9419
"102163753010661_ereg_223",-88.9788,37.5548
"102163768010661_ereg_223",-89.3141,37.446
"102163819010661_ereg_222",-87.881,41.7236
"102163963010661_ereg_251",-88.7843,39.4231
"102163981010661_ereg_223",-88.8237,39.209
"102164011010661_ereg_223",-89.0226,38.7043
"102164065010661_ereg_223",-89.4878,37.8403
"102164074010661_ereg_223",-89.4236,37.6192
"102164302010661_ereg_223",-89.1492,38.8629
"102164347010661_ereg_223",-89.492,38.2123
"102164587010661_ereg_223",-89.4123,39.011
"102164659010661_ereg_223",-89.7618,37.8948
"102164677010661_ereg_222",-88.511,42.3684
"102164785010661_ereg_223",-89.8514,39.0855
"102164806010661_ereg_223",-89.888,38.4256
"102164992010661_ereg_251",-89.6249,40.0859
"102165001010661_ereg_251",-89.5467,39.8137
"102165316010661_ereg_251",-90.141,39.6027
"102165457010661_ereg_251",-89.9118,40.7048
"102165460010661_ereg_251",-90.0194,40.8372
"102165499010661_ereg_251",-90.1891,39.8416
"102165706010661_ereg_251",-90.5374,40.186
"102165724010661_ereg_251",-90.5357,40.0949
"102165760010661_ereg_251",-90.6673,39.4102
"102165829010661_ereg_251",-90.6897,40.2769
"102165844010661_ereg_251",-90.9786,39.9284
"102165976010661_ereg_251",-91.1065,40.0104
"102165982010661_ereg_251",-90.9796,39.8521
"102166024010661_ereg_251",-90.8561,40.9958
"102166126010661_ereg_223",-88.9838,37.4401
"102166174010661_ereg_222",-88.1818,42.2456
"102166216010661_ereg_223",-89.7343,38.9144
"102166282010661_ereg_251",-90.8131,39.3933
"102166336010661_ereg_223",-89.1049,37.5422
"102166429010661_ereg_251",-90.4813,39.0235
"102166498010661_ereg_223",-88.3824,38.2982
"102166546010661_ereg_223",-89.2678,37.6144
"102166606010661_ereg_251",-90.2417,40.2005
"102166621010661_ereg_251",-90.2596,40.9369
"102166672010661_ereg_223",-88.323,37.5106
"102166675010661_ereg_223",-88.6007,37.546
"102166678010661_ereg_231",-88.5527,37.2557
"102166687010661_ereg_223",-89.4508,37.7294
"102166693010661_ereg_223",-89.3207,37.2863
"102166696010661_ereg_223",-89.4557,37.6748
"102166699010661_ereg_223",-88.2135,37.5314
"102166705010661_ereg_223",-88.671,37.5533
"102166714010661_ereg_223",-89.3562,37.3306
"102166723010661_ereg_223",-89.3316,37.4336
"102182444010661_ereg_223",-85.0782,38.9972
"102182546010661_ereg_223",-85.9518,38.0577
"102182591010661_ereg_222",-85.1145,40.4495
"102208339010661_ereg_223",-85.8341,38.7303
"102210862010661_ereg_223",-86.0198,38.7382
"102215631010661_ereg_223",-86.1124,38.4984
"102225592010661_ereg_222",-85.1637,41.4979
"102261967010661_ereg_223",-86.0803,38.9798
"102273783010661_ereg_223",-86.3364,38.2686
"102288348010661_ereg_222",-85.4267,40.8479
"102308654010661_ereg_223",-86.0971,39.2749
"102308657010661_ereg_223",-86.1373,39.2214
"102308660010661_ereg_223",-86.2516,39.3376
"102308672010661_ereg_223",-86.1985,39.0538
"102308675010661_ereg_223",-86.2119,38.9427
"102308681010661_ereg_223",-86.3272,39.0407
"102308684010661_ereg_223",-86.3912,38.9671
"102308699010661_ereg_223",-86.3779,38.7399
"102308723010661_ereg_223",-86.5801,38.2709
"102308729010661_ereg_223",-86.5824,38.1187
"102308732010661_ereg_223",-86.5846,38.042
"102308741010661_ereg_223",-86.7503,38
"102308807010661_ereg_222",-85.7852,40.8226
"102308906010661_ereg_223",-86.4157,39.2908
"102308915010661_ereg_223",-86.5882,39.2465
"102308948010661_ereg_223",-86.6517,38.7425
"102308957010661_ereg_223",-86.6783,38.6317
"102308987010661_ereg_223",-87.023,38.0265
"102309200010661_ereg_222",-86.1974,40.9598
"102309308010661_ereg_223",-86.9964,39.3991
"102309353010661_ereg_223",-87.242,38.7748
"102309479010661_ereg_251",-86.6775,40.6955
"102309551010661_ereg_222",-87.2022,39.7114
"102309557010661_ereg_223",-87.2797,39.6437
"102309572010661_ereg_223",-87.4583,39.5528
"102309626010661_ereg_223",-87.7436,38.3891
"102309662010661_ereg_222",-86.7133,41.7424
"102309746010661_ereg_222",-87.1739,40.1765
"102309749010661_ereg_222",-87.3449,39.9674
"102309932010661_ereg_222",-85.1513,40.2511
"102309980010661_ereg_223",-86.5235,39.4439
"102309995010661_ereg_222",-86.7729,39.6
"102310040010661_ereg_222",-87.1634,41.414
"102310046010661_ereg_251",-87.3303,41.1394
"102310052010661_ereg_223",-85.0521,39.447
"102310058010661_ereg_222",-85.2288,39.5483
"102310076010661_ereg_222",-85.6718,39.13
"102310106010661_ereg_223",-86.7647,38.4036
"102310169010661_ereg_223",-86.212,38.2626
"102310178010661_ereg_222",-85.9308,39.7548
"102310184010661_ereg_223",-86.5188,38.2526
"102310217010661_ereg_223",-87.26,38.3808
"102310241010661_ereg_223",-87.5356,39.2361
"102310262010661_ereg_223",-86.7985,38.6451
"102310349010661_ereg_251",-94.7895,38.1376
"102310364010661_ereg_251",-94.8738,37.8255
"102310433010661_ereg_251",-94.8753,38.7428
"102310457010661_ereg_251",-94.9807,38.5933
"102310550010661_ereg_251",-95.0793,39.3649
"102310697010661_ereg_251",-95.783,37.0046
"102310751010661_ereg_251",-95.4352,38.6201
"102310865010661_ereg_251",-95.4207,39.2537
"102310886010661_ereg_251",-95.9158,39.0716
"102310910010661_ereg_251",-95.54,38.6027
"102310973010661_ereg_255",-95.8796,37.483
"102310988010661_ereg_255",-95.9402,37.2338
"102311000010661_ereg_255",-96.1177,37.145
"102311264010661_ereg_251",-96.2062,38.4961
"102311402010661_ereg_251",-96.5488,39.1298
"102311699010661_ereg_251",-96.8003,39.3346
"102311708010661_ereg_251",-96.8453,38.9301
"102312305010661_ereg_332",-98.0273,38.0912
"102314927010661_ereg_332",-97.4244,39.3469
"102315134010661_ereg_251",-94.7367,37.7614
"102315398010661_ereg_251",-96.312,39.4782
"102315419010661_ereg_332",-97.1966,39.3556
"102315776010661_ereg_222",-83.5163,42.1566
"102315809010661_ereg_222",-82.9637,43.6077
"102315842010661_ereg_222",-83.3632,43.166
"102315848010661_ereg_222",-83.249,43.1042
"102321571010661_ereg_222",-83.5517,42.7647
"102322385010661_ereg_222",-83.5893,42.691
"102323170010661_ereg_222",-83.4612,42.6851
"102346349010661_ereg_222",-83.3875,43.4408
"102367137010661_ereg_222",-83.5962,44.0796
"102405306010661_ereg_212",-83.3865,44.8641
"102409439010661_ereg_212",-83.5134,44.6271
"102420500010661_ereg_212",-84.2078,43.5595
"102430297010661_ereg_222",-84.3877,42.8407
"102441860010661_ereg_212",-83.5174,45.242
"102441866010661_ereg_212",-83.4947,45.1961
"102441875010661_ereg_212",-83.5295,44.8657
"102441893010661_ereg_212",-83.6765,44.6342
"102441908010661_ereg_212",-83.7743,44.3973
"102441911010661_ereg_212",-83.8417,44.281
"102441932010661_ereg_212",-84.0729,44.1725
"102442043010661_ereg_222",-84.8356,42.2603
"102442073010661_ereg_212",-83.5231,45.9277
"102442085010661_ereg_212",-83.8572,45.3264
"102442094010661_ereg_212",-83.8366,45.0191
"102442097010661_ereg_212",-83.977,45.1058
"102442103010661_ereg_212",-83.8491,44.9445
"102442109010661_ereg_212",-83.9465,44.7774
"102442121010661_ereg_212",-84.0426,44.6155
"102442130010661_ereg_212",-84.1966,44.6321
"102442133010661_ereg_212",-84.2563,44.5543
"102442136010661_ereg_212",-84.1158,44.4652
"102442175010661_ereg_212",-84.5425,43.9364
"102442190010661_ereg_212",-84.6978,43.6374
"102442313010661_ereg_212",-83.9773,45.3733
"102442325010661_ereg_212",-84.225,45.249
"102442343010661_ereg_212",-84.3492,44.6431
"102442349010661_ereg_212",-84.5933,44.5478
"102442355010661_ereg_212",-84.5188,44.3365
"102442361010661_ereg_212",-84.5736,44.2465
"102442382010661_ereg_212",-84.7986,43.6848
"102442433010661_ereg_222",-85.3408,42.5225
"102442490010661_ereg_212",-84.3477,45.3276
"102442496010661_ereg_212",-84.2701,45.168
"102442499010661_ereg_212",-84.3158,45.0906
"102442505010661_ereg_212",-84.4873,45.0889
"102442520010661_ereg_212",-84.5115,44.7113
"102442532010661_ereg_212",-84.8015,44.4751
"102442538010661_ereg_212",-84.7724,44.1806
"102442556010661_ereg_212",-85.0788,43.9412
"102442580010661_ereg_212",-85.3782,43.6015
"102442637010661_ereg_222",-85.5341,42.538
"102442655010661_ereg_222",-85.883,42.4501
"102442685010661_ereg_212",-84.183,46.4062
"102442700010661_ereg_212",-84.2153,46.0083
"102442706010661_ereg_212",-84.4121,46.0218
"102442709010661_ereg_212",-84.5161,46.0904
"102442712010661_ereg_212",-84.3628,46.0085
"102442715010661_ereg_212",-84.4857,45.7942
"102442733010661_ereg_212",-84.7677,45.6446
"102442745010661_ereg_212",-84.7136,45.4132
"102442754010661_ereg_212",-84.7848,45.2413
"102442760010661_ereg_212",-84.6712,45.1073
"102442766010661_ereg_212",-84.852,45.0963
"102442778010661_ereg_212",-84.7514,44.9465
"102442784010661_ereg_212",-84.9367,44.9381
"102442811010661_ereg_212",-85.0564,44.6085
"102442814010661_ereg_212",-85.1068,44.5613
"102442820010661_ereg_212",-85.1471,44.45
"102442832010661_ereg_212",-85.254,44.2601
"102442856010661_ereg_212",-85.3945,43.9351
"102442871010661_ereg_212",-85.4672,43.7744
"102442889010661_ereg_212",-85.576,43.5441
"102442892010661_ereg_212",-85.6456,43.4692
"102442904010661_ereg_222",-85.7221,43.3005
"102442949010661_ereg_222",-86.0241,42.5989
"102442952010661_ereg_222",-86.0429,42.525
"102442970010661_ereg_222",-86.1388,42.294
"102442994010661_ereg_222",-86.379,42.141
"102443033010661_ereg_212",-84.7187,46.0767
"102443036010661_ereg_212",-84.7251,46.0214
"102443054010661_ereg_212",-84.9866,45.5443
"102443090010661_ereg_212",-85.3926,44.705
"102443132010661_ereg_212",-85.6939,43.6963
"102443150010661_ereg_212",-85.9918,43.3747
"102443159010661_ereg_222",-85.9524,43.2457
"102443165010661_ereg_222",-86.1166,42.9196
"102443174010661_ereg_222",-86.1873,42.9868
"102443201010661_ereg_212",-84.7471,46.404
"102443204010661_ereg_212",-84.9355,46.3973
"102443222010661_ereg_212",-84.965,46.2438
"102443225010661_ereg_212",-85.0499,46.1641
"102443252010661_ereg_212",-85.6001,44.6195
"102443276010661_ereg_212",-85.9225,44.2985
"102443279010661_ereg_212",-85.7875,44.2355
"102443297010661_ereg_212",-86.0724,44.0126
"102443303010661_ereg_212",-86.0945,43.9409
"102443330010661_ereg_212",-86.1154,43.474
"102443336010661_ereg_212",-86.1952,43.3594
"102443339010661_ereg_212",-86.292,43.4469
"102443345010661_ereg_222",-86.2408,43.2938
"102443351010661_ereg_222",-86.2837,43.1476
"102443366010661_ereg_212",-85.1774,46.2551
"102443378010661_ereg_212",-85.8751,44.7712
"102443381010661_ereg_212",-86.0647,44.7708
"102443384010661_ereg_212",-85.99,44.5489
"102443393010661_ereg_212",-86.1668,44.1364
"102443414010661_ereg_212",-85.1365,46.7119
"102443417010661_ereg_212",-85.2646,46.7453
"102443429010661_ereg_212",-85.3761,46.5688
"102443432010661_ereg_212",-85.5397,46.6101
"102443435010661_ereg_212",-85.4364,46.4902
"102443441010661_ereg_212",-85.3496,46.25
"102443447010661_ereg_212",-85.5091,46.2901
"102443459010661_ereg_212",-86.0168,44.8541
"102443489010661_ereg_212",-85.8384,46.4078
"102443492010661_ereg_212",-85.6715,46.3217
"102443495010661_ereg_212",-85.8596,46.3194
"102443498010661_ereg_212",-85.927,46.1596
"102443501010661_ereg_212",-86.0411,46.3135
